sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,props_gpt,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency
7815,[],Julian has been vindicated in every possible way and yet he is isolated as few people are these days.,Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",['perfect progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been' indicates a continuous, ongoing action that has recently ended, which aligns with the perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been vindicated' indicates a completed ongoing action, suggesting the perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been vindicated' indicates the completion of an ongoing action, making it a perfect progressive aspect.""
}",['perfect_progressive'],1
7818,[],But really it comes down to the British government.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the British government.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence is expressing a simple fact and does not specifically indicate any completed or ongoing action.""
}",['simple'],1
7975,[],Laws are for conservatives.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact that laws are for conservatives.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The given text is a simple statement of fact and does not indicate any specific aspect of the action or its completion. Therefore, none of the aspect properties are present.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or perfective aspect.""
}",['simple'],1
8482,[],Completing this poll grants you access to Freedom Outpost updates free of charge.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about completing a poll granting access to updates.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact, providing information about accessing Freedom Outpost updates for free.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any examples of aspect as it simply states a fact without indicating completion, progress, or ongoing action.""
}",[],1
8515,[],"I don't know that I would go quite that far, after all, the settlement does state that ""the government expressly acknowledges that non-automatic firearms up to .50-caliber – including modern semi-auto sporting rifles such as the popular AR-15 and similar firearms – are not inherently military.""",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the government's acknowledgment in the settlement.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses simple aspect to express a simple fact or statement.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'the government expressly acknowledges that non-automatic firearms up to .50-caliber – including modern semi-auto sporting rifles such as the popular AR-15 and similar firearms – are not inherently military' expresses a simple fact.""
}",['simple'],1
8594,[],"Ever since Adam and Eve committed the Original Sin, every living creature is subject to it.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the consequences of the Original Sin, indicating a general truth or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing consequence of Adam and Eve's actions.""
}",['simple'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence is expressing a simple fact about the state of living creatures after the Original Sin.""
}",['simple'],1
8683,[],"Therefore he that resisteth the power, resisteth the ordinance of God, and they that resist purchase to themselves eternal damnation.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without any indication of completed, ongoing, or habitual actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoing, or habitual action.""
}",['simple'],1
8724,[],"Though House officials suspected that equipment was being stolen, the Capitol Police did not search their homes, The Daily Caller News Foundation learned, and did not ban them from the network until nearly a year later.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any completion, ongoingness, or progression of the action.""
}",['simple'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to indicate that the actions described occurred in the past.""
}",[''],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without emphasizing the completion, ongoing nature, or progression of the action.""
}",['simple'],0
8743,[],"If papal clarification was ever needed on the long-debated issue of the intended meaning of Amoris Laetitia chapter VIII, such clarification has now been provided for the Church at large.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the provision of clarification, without indicating completion, ongoing action, or an ongoing action with a completed element.""
}",['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has now been provided' indicates a completed action, suggesting the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the provision of papal clarification.""
}",['simple'],0
9077,[],The president also pointed out that Donnelly had opposed tax cuts and joined with his fellow Democrats in attacking and voting against Justice Brett Kavanaugh's confirmation to the Supreme Court.,Aspect,"['simple', 'perfect']",['perfect'],['simple'],['simple'],"{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence contains simple aspect to express a simple fact and perfect aspect to indicate a completed action.""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence contains simple aspect ('pointed out'), perfect aspect ('had opposed'), and progressive aspect ('joining', 'attacking', 'voting').""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence includes the simple aspect in 'The president also pointed out that Donnelly had opposed tax cuts', the perfect aspect in 'Donnelly had opposed tax cuts and joined with his fellow Democrats', and the progressive aspect in 'joined with his fellow Democrats in attacking and voting against Justice Brett Kavanaugh's confirmation'.""
}","['simple', 'perfect', 'progressive']",1
9235,[],He said he spoke with Trump to make sure that the president wasn’t actually issuing an order.,Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the past event of the speaker talking to Trump.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the past without indicating completion, ongoingness, or resulting state.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any ongoing, completed, or habitual actions.""
}",['simple'],1
9329,[],Solemnly professed:,Aspect,,['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The phrase 'solemnly professed' expresses a simple fact without reference to the completion, ongoing nature, or duration of an action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The phrase 'solemnly professed' simply states a fact without indicating completion, ongoingness, or duration, so it falls under the 'simple' aspect.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The term 'Solemnly professed' expresses a simple fact or state without indicating completion, ongoingness, or habitual action.""
}",['simple'],1
9396,[],Also on communion between the communities.,Aspect,,,,,"{
  ""Properties"": [],
  ""Explanation"": ""The provided text does not contain any aspect properties as it is a general statement without specifying any action or time frame.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoing action, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],1
9437,[],"Sr. Enrica Rosanna, the representative of the Vatican’s Congregation for Religious told them that the “two great challenges to our contemplative life” are “the challenge of globalization and the challenge of irrelevancy.” She warned the nuns against bringing vocations from other countries to keep their monasteries alive, dropping a hint about what now seems to be a particular obsession of the Congregation.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses simple present and simple past tense to express simple facts and events, such as 'Sr. Enrica Rosanna...told them' and 'She warned the nuns'. There are no perfect, progressive, or perfect progressive aspects used in the text.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text contains the simple aspect in the sentence 'Sr. Enrica Rosanna, the representative of the Vatican’s Congregation for Religious told them that the 'two great challenges to our contemplative life' are 'the challenge of globalization and the challenge of irrelevancy.' This expresses a simple fact. Additionally, the progressive aspect is used in the sentence 'She warned the nuns against bringing vocations from other countries to keep their monasteries alive,' expressing an ongoing or habitual action.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses simple aspect to express simple facts and statements about what Sr. Enrica Rosanna said and warned the nuns about.""
}",['simple'],0
9657,[],I don't remember how I got there.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'I don't remember' indicates an incomplete or ongoing action, suggesting the use of the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple"", ""perfect""]
  ,
  ""Explanation"": ""The verb 'remember' indicates a simple fact, and 'got' is in the past participle form 'got' which indicates a completed action.""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""]
  ,
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitualness.""
}",['simple'],0
9674,[],"Hannity asks, ""Why are people willing to throw out due process, equal justice under the law and the presumption of innocence?""",Aspect,['simple'],['simple'],"['progressive', 'simple']",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement expresses a simple fact or general truth about people's willingness to throw out certain principles of justice.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or opinion without reference to the completion, progress, or ongoing nature of an action.""
}",['simple'],1
9681,[],"First, it was reported that Ford would answer questions, but only at a closed hearing and only after an FBI investigation had been completed.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],"['simple', 'perfect']","{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence 'it was reported' is in the simple aspect, indicating a simple fact. The use of 'had been completed' implies a completed action, hence the perfect aspect is also present.""
}","['simple', 'perfect']","{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence contains a simple statement of facts (simple aspect) - 'it was reported'. It also indicates a completed action (perfect aspect) - 'had been completed', and refers to an ongoing or incomplete action (progressive aspect) - 'would answer', 'had been completed'.""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'had been completed' indicates a progressive aspect, expressing the ongoing action of completion of the FBI investigation.""
}",['progressive'],0
9712,[],His life before joining the caliphate was unremarkable.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about his life before joining the caliphate.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the subject's life before joining the caliphate.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about his life before joining the caliphate.""
}",['simple'],1
9827,[],It will be addressed quickly and justly.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact about a future action being addressed quickly and justly.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual aspect.""
}",['simple'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact about a future action being addressed quickly and justly.""
}",['simple'],1
9866,[],But he is now a full-fledged member of the nuclear club.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state of being, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current status, qualifying for the progressive aspect.""
}",['progressive'],1
9939,[],"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the problem of clergy abuse and the actions that cannot resolve it.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the problem of clergy abuse and the potential solutions. It is a statement of a general truth, not highlighting the completion, progress, or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the problem of clergy abuse and the potential solutions, without indicating completion, ongoingness, or a perfect state.""
}",['simple'],1
9995,[],"The Pontifical Commission for the Protection of Minors lapsed in December, when its members’ terms expired, prompting concerns that the advisory body could be disbanded.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the lapse of the Pontifical Commission for the Protection of Minors in December.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the lapse of the Pontifical Commission in December.""
}",['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'lapsed' indicates that the action of the Pontifical Commission for the Protection of Minors being in effect has been completed or has ended.""
}",['perfect'],0
10073,[],"Hospitals have been forced to prioritize patients, ration services, and forgo elective surgeries.",Aspect,['perfect'],['perfect'],"['simple', 'perfect']",['perfect progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The sentence uses the perfect progressive aspect to express the ongoing and possibly ending action of hospitals being forced to prioritize patients, ration services, and forgo elective surgeries.""
}",['perfect_progressive'],"{
  ""Properties"": [
    ""perfect progressive""
  ],
  ""Explanation"": ""The use of 'have been forced' indicates a ongoing action that started in the past and is still continuing, which aligns with the perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [
    ""perfect progressive""
  ],
  ""Explanation"": ""The use of 'have been forced' indicates a completed ongoing action, suggesting the situation has been ongoing and is now arriving at an end.""
}",['perfect_progressive'],1
10086,[],"The region is an area NASA would also like to visit, preferably with a robot that would bring souvenir rock home to Earth for scientists to analyze directly in the laboratory.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact about a desire or a plan, without indicating whether the action is ongoing, habitual, or completed.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about NASA's desire to visit the region and bring a souvenir rock home.""
}",['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The sentence 'NASA would also like to visit' expresses a completed action or state of wanting to visit the region.""
}",['perfect'],0
10124,[],"A spokesperson for Feinstein declined Fox News’ request to elaborate on the lawmaker’s statement, but there has been much speculation that she is referring to a secret letter that has been the subject of intrigue on Capitol Hill over the last few days.",Aspect,"['progressive', 'simple', 'perfect']","['progressive', 'simple', 'perfect']",['simple'],"['simple', 'perfect']","{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has been' indicates the completion of an ongoing action, suggesting that speculation has been ongoing in the past leading up to the present moment.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has been' indicates a completed action, suggesting that the speculation has been ongoing up to the present moment.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has been' indicates a completed action, supporting the use of the perfect aspect.""
}",['perfect'],1
10425,[],Whom do you consider to be the most corrupt Democrat Politician?,Aspect,['simple'],['simple'],['simple'],[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is asking for an opinion."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is not a statement about an action or event."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any examples of aspect as it is a straightforward question without any reference to actions or events.""
}",[],0
10442,[],"What size of bakery would you need to make 10,000 loaves of bread?… What if you wanted to make 50,000 loaves of bread an hour?",Aspect,['simple'],['simple'],['simple'],[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example uses the simple aspect to express a simple fact about the quantitative requirement for making loaves of bread.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text uses the simple aspect to express a general fact about making loaves of bread (simple), and the progressive aspect to discuss a hypothetical ongoing action of making loaves of bread (progressive).""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text only expresses simple facts about the hypothetical need for a bakery to produce a certain number of loaves of bread. There are no expressions of completed or ongoing actions, nor any indication of a specific timeframe for the production."" 
}",['simple'],0
10448,[],Anybody?,Aspect,,,,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual aspect.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Anybody?' expresses a simple fact without indicating completion, progress, or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text only contains simple and progressive aspects. There is no expression of completed or perfect ongoing actions.""
}","['simple', 'progressive']",0
10497,[],SAN DIEGO -- People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or habitual action, which is an example of the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or habitual action, suggesting the use of the progressive aspect.""
}",['progressive'],1
10658,[],Assange’s crime is to have broken a silence.,Aspect,"['simple', 'perfect']",['simple'],['perfect'],['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have broken' indicates a completed action, suggesting the use of the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have broken' indicates that the action is completed, suggesting the use of the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The sentence expresses a completed action of breaking a silence, indicating a perfect aspect.""
}",['perfect'],1
10828,[],"Ex-Speaker Boehner should probably re-check the old party's pulse, for the Bush-Boehner GOP may not just be napping.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the current state of the Bush-Boehner GOP.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'may not just be napping' indicates an ongoing or incomplete action, suggesting the possibility of the Bush-Boehner GOP not being inactive.""
}",['progressive'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact about what Ex-Speaker Boehner should probably do."" 
}",['simple'],0
11157,[],"Debra Katz, the lawyer representing the woman accusing Brett Kavanaugh of sexual assault, has donated thousands of dollars to Obama, Hillary and the DNC!",Aspect,['simple'],['perfect'],"['simple', 'perfect']",['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about a lawyer's action in the past. It does not indicate completion, ongoingness, or a sense of progression.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence expresses a simple fact about a completed action - Debra Katz has donated thousands of dollars to Obama, Hillary, and the DNC.""
}","['simple', 'perfect']",0
11361,[],Email This field is for validation purposes and should be left unchanged.,Aspect,['simple'],['simple'],['simple'],[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the purpose of the field - it is for validation purposes and should be left unchanged.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any indication of aspect as it is not expressing an action that is simple, perfect, progressive, or perfect progressive.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The email field serves a validation purpose.""
}",['simple'],1
11544,[],As to matters of purely ecclesiastical law such as this one the Church has always allowed for departures from traditional practice in cases of emergency or grave necessity.,Aspect,['perfect'],['perfect'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any emphasis on completion, ongoingness, or duration of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence expresses a simple fact ('the Church has always allowed for departures') and refers to a completed action ('has allowed').""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the Church's allowance for departures from traditional practice in certain cases.""
}",['simple'],0
11572,[],You also agree to this site's Privacy Policy and Terms of Use.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The text provided is not an example of aspect usage as it does not contain any action or event that can be analyzed in terms of simple, perfect, progressive, or perfect progressive aspect.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text provided is not a statement about an action or event, so it does not exhibit any aspect properties."" 
}",[],"{
    ""Properties"": [],
    ""Explanation"": ""The text does not contain any examples or indications of aspect properties. It is a simple statement without indicating any specific aspect."" 
}",[],0
11668,[],Judge Kavanaugh is being subjected to charges of a criminal nature that could not only deprive him of a seat on the Supreme Court for which he is otherwise eminently qualified.,Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is being subjected' indicates an ongoing action, which is a characteristic of the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is being subjected' indicates an ongoing action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The sentence 'Judge Kavanaugh is being subjected to charges' uses the progressive aspect to indicate an ongoing or incomplete action.""
}",['progressive'],1
11737,[],"But May’s growth was less than that in April and March, possibly an emerging trend.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'was' indicates a past progressive tense, suggesting an ongoing or incomplete action.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about May's growth being less than that in April and March. There is no indication of a completed, ongoing, habitual, or incomplete action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about May's growth being less than that in April and March.""
}",['simple'],0
11846,[],"""St. Francis in Ecstacy"", Caravaggio, 1595",Aspect,,,,,"{
  ""Properties"": [],
  ""Explanation"": ""The given text is a title and artist attribution and does not contain any grammatical aspect to identify."" 
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text provides a simple statement of a fact - the title, artist, and year of the painting. There are no indications of completed, ongoing, habitual, or incomplete actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text is a simple fact providing the title, artist, and year of a painting.""
}",['simple'],1
11877,[],"Today at Cape Canaveral, SpaceXlaunched a new sensor to the International Space Station named TSIS-1.",Aspect,,['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about an event that occurred, as there is no indication of the timing or completion of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the launch of the new sensor.""
}",['simple'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The sentence expresses a simple fact without any indication of completion, ongoingness, or habitual action.""
}",['simple'],1
11936,[],America's Immigration Voice.,Aspect,,,,,"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text 'America's Immigration Voice' presents a simple fact or statement without expressing any specific action or tense.""
}",['simple'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text expresses a simple fact about a group or organization. It also conveys a sense of ongoing or habitual action in advocating for immigration issues.""
}","['simple', 'progressive']",0
12042,[],"The remarks, made in a February 6 talk in Slovakia, indirectly respond to new initiatives coming from Germany, especially from Cardinal Reinhard Marx and Bishop Franz-Josef Bode.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without specifying if the action is completed, ongoing, or habitual.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about remarks made in a February 6 talk in Slovakia.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about remarks made in a talk in Slovakia.""
}",['simple'],1
12244,[],"And the Pope is almost certain to ignore this heartfelt appeal, as he has ignored others who have respectfully questioned his departures from Catholic teaching.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['simple'],"{
  ""Properties"": [""progressive"", ""perfect""],
  ""Explanation"": ""The use of 'is' indicates a progressive action, while the use of 'has ignored' indicates a perfect action.""
}","['progressive', 'perfect']","{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has ignored' indicates a completed ongoing action, which aligns with the perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has ignored' and 'has questioned' indicates that the actions are ongoing and have not yet been completed. This fits the definition of the perfect progressive aspect.""
}",['perfect_progressive'],0
12371,[],The ever growing global list of Bishops and Cardinals that have preyed on /and or covered up the sexual abuse of minors and seminarians over the last 60 years continues to enrage the laity.,Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['progressive'],"{
  ""Properties"": [""simple"", ""perfect progressive""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing and enduring nature of the issue, indicating that it has been happening over the last 60 years.""
}","['simple', 'perfect_progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing issue without indicating the completion, progress, or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The statement expresses simple facts about the ongoing issue of bishops and cardinals preying on and covering up sexual abuse over the last 60 years.""
}","['simple', 'progressive']",0
