sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y,gpt3.5_consistency_y,gpt3.5_majority
4742,[],He generated her in His Blood and continually revives her with His Spirit!,Aspect,['simple'],['simple'],['simple'],TRUE,,[],,[],,[],,['simple'],"['simple', 'progressive']",0,"['simple', 'progressive']","{
  ""Properties"": [""simple"", ""progressive""]
}","['simple', 'progressive']","{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence expresses a simple fact ('He generated her in His Blood') and also describes an ongoing or habitual action ('continually revives her with His Spirit').""
}","['simple', 'progressive']","{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence expresses a simple fact that 'He generated her in His Blood' and also conveys an ongoing or habitual action with 'continually revives her with His Spirit.'""
}","['simple', 'progressive']",TRUE,
4767,[],- No new deaths -,Aspect,[],[],['simple'],FALSE,,[],,[],,[],,[],['simple'],-1,['simple'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The statement 'No new deaths' expresses a simple fact without any additional aspectual markers indicating completion, ongoingness, or duration of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement 'No new deaths' expresses a simple fact without indicating completion, ongoing action, or a combination of the two.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement 'No new deaths' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],TRUE,
4932,[],Here’s a link for ya to do just that.,Aspect,['simple'],['simple'],['simple'],TRUE,,[],,[],,[],,['simple'],[],-1,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Here’s a link for ya to do just that.' uses the simple aspect to express a simple fact.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text only conveys a simple fact without indicating any completion, ongoing action, or duration.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text 'Rover eats bones.' expresses a simple fact without any indication of completion or ongoing action.""
}",['simple'],TRUE,
5208,[],"“At this time, we have not had cooperation from attorneys representing other clients, and they have made no attempt to substantiate their claims.”",Aspect,['perfect'],['perfect'],['simple'],FALSE,,[],,[],,[],,['perfect'],['simple'],-1,['simple'],"{
    ""Properties"": [""perfect""],
    ""Explanation"": ""The use of 'have not had' indicates a completed action, suggesting the lack of cooperation up to the present moment.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have not had' and 'have made' indicates a completed action at the present time, suggesting the use of the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [
    ""perfect"",
    ""simple""
  ],
  ""Explanation"": ""The use of 'have not had' indicates a completed action (perfect aspect), and 'have made' indicates a simple fact (simple aspect).""
}","['perfect', 'simple']",FALSE,
5272,[],"We will be demanding the opportunity to present testimony to the committee and will likewise be demanding that Judge and others be subpoenaed to testify,” Avenatti wrote on Twitter.",Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['progressive'],0,['progressive'],"{
  ""Properties"": [""future progressive""],
  ""Explanation"": ""The future progressive aspect is used to indicate an ongoing or progressive action that will happen in the future. In this example, the verb 'will be demanding' expresses an ongoing or progressive action that will occur in the future.""
}",['future_progressive'],"{
  ""Properties"": [""future progressive""],
  ""Explanation"": ""The sentence uses the future progressive aspect to indicate a planned ongoing action in the future.""
}",['future_progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The sentence 'We will be demanding' uses the progressive aspect to express an ongoing or future action.""
}",['progressive'],FALSE,
5285,[],"https://t.co/zHBz4gKpkf — Donald Trump Jr. (@DonaldJTrumpJr) July 5, 2018",Aspect,[],[],[],TRUE,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text expresses a simple fact about a tweet being posted on July 5, 2018.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text expresses a simple fact about a tweet being posted on a specific date, without indicating any completion, ongoing, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text is a simple statement expressing a fact - a tweet from Donald Trump Jr.""
}",['simple'],,[],['simple'],-1,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The tweet contains a simple statement without any indication of completed, ongoing, or habitual actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The tweet contains a simple factual statement without any indication of completed or ongoing actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The tweet contains a simple fact that does not indicate completion, ongoingness, or habitualness.""
}",['simple'],TRUE,
5582,[],"©2018 The Atlanta Journal-Constitution (Atlanta, Ga.), Distributed by Tribune Content Agency, LLC.",Aspect,[],['simple'],['simple'],FALSE,,[],,[],,[],,['simple'],[],-1,[],"{
  ""Properties"": [],
  ""Explanation"": ""The provided text does not contain any verb forms or structures that indicate aspect. It is a copyright line and distribution statement rather than a sentence describing actions."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any aspect properties as it is a copyright and distribution statement rather than a sentence expressing an action.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any verbs or actions, so none of the aspect properties are applicable.""
}",[],TRUE,
6670,[],"Whether they heard anything or not, the consequences have been unmistakable — symptoms ranging from nosebleeds, nausea, dizziness and severe headaches to mild brain damage and permanent hearing or memory loss.",Aspect,"['simple', 'perfect']","['simple', 'progressive', 'perfect']","['simple', 'perfect']",FALSE,,[],,[],,[],,"['simple', 'perfect']",['perfect'],0,['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have been' signals a completed action, indicating that the consequences have occurred in the past and have a clear impact on the present.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have been' indicates the completion of the consequences, suggesting a perfect aspect.""
}",['perfect'],"{
  ""Properties"": [
    ""perfect""
  ],
  ""Explanation"": ""The use of 'have been' indicates a completed action, suggesting the use of the perfect aspect.""
}",['perfect'],TRUE,
6799,[],"The footage goes how to show two men attempt to help a victim who had apparently been shot, eventually resorting to covering up the body after they realized it was simply too late.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],FALSE,,[],,[],,[],,"['simple', 'perfect']",['simple'],0,['simple'],"{
  ""Properties"": [
    ""simple"",
    ""progressive"",
    ""perfect progressive""
  ],
  ""Explanation"": ""The text contains simple narration of events ('The footage goes...'), as well as descriptions of ongoing and completed actions (e.g., 'attempting to help the victim', 'had apparently been shot', 'covering up the body after they realized').""
}","['simple', 'progressive', 'perfect_progressive']","{
  ""Properties"": [
    ""perfect"",
    ""progressive""
  ],
  ""Explanation"": ""The use of 'had apparently been shot' indicates a completed action (perfect aspect), while 'had been' also suggests a continuous or ongoing action (progressive aspect).""
}","['perfect', 'progressive']","{
  ""Properties"": [""progressive"", ""perfect""],
  ""Explanation"": ""The use of 'goes' and 'resorting' indicates the progressive aspect, showing ongoing or incomplete actions. The use of 'had apparently been shot' and 'they realized it was simply too late' indicates the perfect aspect, expressing completed actions or states.""
}","['progressive', 'perfect']",FALSE,
7408,[],"Looking carefully at the infamous “Who am I to judge” comment, this was clear early on.",Aspect,"['simple', 'progressive']","['simple', 'progressive']",[],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'this was clear early on' expresses a simple fact, without any indication of completion or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The use of the simple past tense 'was' indicates a simple fact or statement without any indication of completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about a past event.""
}",['simple'],TRUE,
7758,[],Article posted with permission from Robert Spencer,Aspect,[],['simple'],['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoing action, or a combination of completed and ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion or progression of an action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The text includes simple statements of fact, such as 'Article posted with permission from Robert Spencer.' It also includes a perfect aspect, indicating a completed action, as in 'Rover has eaten a bone.' Additionally, it uses progressive aspect to show ongoing or habitual actions, as in 'Rover is eating a bone.'""
}","['simple', 'perfect', 'progressive']",FALSE,
7791,[],If you want the FBI to go back that far @[email protected] to investigate Ford’s allegations….,Aspect,['simple'],['simple'],['simple'],TRUE,,[],,[],,[],,['simple'],[],-1,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without any sense of completion, ongoing action, or perfect completion.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'to investigate' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'to go back' and 'investigate' indicates the ongoing or continuous nature of the action, suggesting a perfect progressive aspect.""
}",['perfect_progressive'],FALSE,
7815,[],Julian has been vindicated in every possible way and yet he is isolated as few people are these days.,Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",TRUE,,[],,[],,[],,"['simple', 'perfect']",['perfect_progressive'],-1,['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been' indicates the completion of an ongoing action, suggesting the continued state of being vindicated and isolated.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect"", ""perfect progressive""],
  ""Explanation"": ""The use of 'has been' indicates a completed action (perfect) that also emphasizes the ongoing nature of the action (perfect progressive).""
}","['perfect', 'perfect_progressive']","{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been vindicated' indicates a completed ongoing action, suggesting the use of the perfect progressive aspect.""
}",['perfect_progressive'],FALSE,
8724,[],"Though House officials suspected that equipment was being stolen, the Capitol Police did not search their homes, The Daily Caller News Foundation learned, and did not ban them from the network until nearly a year later.",Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about past events without emphasizing completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence describes a simple fact about the past without expressing completion, ongoing action, or end of an ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the actions taken by the Capitol Police and House officials.""
}",['simple'],TRUE,
8743,[],"If papal clarification was ever needed on the long-debated issue of the intended meaning of Amoris Laetitia chapter VIII, such clarification has now been provided for the Church at large.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",TRUE,,[],,[],,[],,"['simple', 'perfect']",['perfect'],0,['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the provision of clarification for the Church at large.""
}",['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has now been' indicates a completed action.""
}",['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the provision of clarification.""
}",['simple'],FALSE,
9077,[],The president also pointed out that Donnelly had opposed tax cuts and joined with his fellow Democrats in attacking and voting against Justice Brett Kavanaugh's confirmation to the Supreme Court.,Aspect,"['simple', 'perfect']",['perfect'],['simple'],FALSE,,[],,[],,[],,"['simple', 'perfect']",['simple'],0,['simple'],"{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence contains simple past tense ('pointed out', 'opposed', 'joined', 'attacking', 'voting against'). It also includes perfect aspect ('had opposed', 'had joined') to express completed actions. Furthermore, the use of 'attacking' and 'voting against' indicates progressive aspect, emphasizing ongoing or habitual action.""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence contains simple aspect ('the president also pointed out'), perfect aspect ('had opposed'), and progressive aspect ('joining with his fellow Democrats').""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""simple"", ""perfect"", ""progressive""]
}","['simple', 'perfect', 'progressive']",TRUE,
9235,[],He said he spoke with Trump to make sure that the president wasn’t actually issuing an order.,Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or any other aspectual information.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about something that happened in the past.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without specifying the completion or ongoing nature of the action, indicating the use of the simple aspect.""
}",['simple'],TRUE,
9329,[],Solemnly professed:,Aspect,[],['simple'],['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The term 'solemnly professed' expresses a simple fact without indicating completion or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The term 'solemnly professed' expresses a simple fact without indicating completion, ongoing nature, or habitual aspect.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The phrase 'solemnly professed' expresses a simple fact without indicating the completion, ongoing nature, or duration of the action.""
}",['simple'],TRUE,
9396,[],Also on communion between the communities.,Aspect,[],[],[],TRUE,"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The example text expresses a simple fact without indicating completion, ongoingness, or habitualness.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'between' suggests an ongoing or incomplete action of communion between the communities.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'between the communities' indicates an ongoing action of communion between multiple communities.""
}",['progressive'],,[],['progressive'],-1,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The verb 'on' indicates a simple expression of fact without any indication of completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any ongoing, completed, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or habitual action.""
}",['simple'],TRUE,
9674,[],"Hannity asks, ""Why are people willing to throw out due process, equal justice under the law and the presumption of innocence?""",Aspect,['simple'],['simple'],"['simple', 'progressive']",FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or statement about the present situation, without indicating any ongoing or completed action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or general truth, without a specific reference to the time of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or statement without indicating any ongoing, completed, or habitual action.""
}",['simple'],TRUE,
9681,[],"First, it was reported that Ford would answer questions, but only at a closed hearing and only after an FBI investigation had been completed.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],FALSE,,[],,[],,[],,"['simple', 'perfect']","['simple', 'perfect']",1,"['simple', 'perfect']","{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence uses the simple aspect to express a simple fact about the initial report. It also uses the progressive aspect to indicate that the action of reporting was ongoing in the past.""
}","['simple', 'progressive']","{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact about a reported action, 'Ford would answer questions'.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""]
  ,
  ""Explanation"": ""The sentence expresses a simple fact (Ford would answer questions) and refers to a completed action (after an FBI investigation had been completed).""
}","['simple', 'perfect']",FALSE,
10073,[],"Hospitals have been forced to prioritize patients, ration services, and forgo elective surgeries.",Aspect,['perfect'],['perfect'],"['simple', 'perfect']",FALSE,,[],,[],,[],,['perfect'],['perfect_progressive'],-1,['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The sentence 'have been forced' indicates a completed action over a period of time, suggesting the perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [
    ""perfect progressive""
  ],
  ""Explanation"": ""The use of 'have been forced' indicates that the action of forcing hospitals to prioritize patients, ration services, and forgo elective surgeries has been ongoing and may still be ongoing.""
}",['perfect_progressive'],"{
  ""Properties"": [
    ""perfect progressive""
  ],
  ""Explanation"": ""The use of 'have been forced' indicates a completed action (forced) in the past with ongoing implications (prioritizing patients, rationing services, forgoing surgeries). This aligns with the perfect progressive aspect.""
}",['perfect_progressive'],TRUE,
10124,[],"A spokesperson for Feinstein declined Fox News’ request to elaborate on the lawmaker’s statement, but there has been much speculation that she is referring to a secret letter that has been the subject of intrigue on Capitol Hill over the last few days.",Aspect,"['simple', 'progressive', 'perfect']","['simple', 'progressive', 'perfect']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive', 'perfect']","['simple', 'perfect']",0,"['simple', 'perfect']","{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has been' indicates a completed action, suggesting that there has been much speculation over a period of time leading up to the present moment.""
}",['perfect'],"{
  ""Properties"": [
    ""perfect""
  ],
  ""Explanation"": ""The use of 'has been' indicates a completed action, suggesting the ongoing speculation has concluded.""
}",['perfect'],"{
    ""Properties"": [""perfect""],
    ""Explanation"": ""The use of 'has been' indicates a completed action, suggesting that the speculation has been ongoing up to the present moment.""
}",['perfect'],TRUE,
10425,[],Whom do you consider to be the most corrupt Democrat Politician?,Aspect,['simple'],['simple'],['simple'],TRUE,,[],,[],,[],,['simple'],[],-1,[],"{
  ""Properties"": [],
  ""Explanation"": ""Aspect properties are not present in the given text. The text is a direct question asking for an opinion and does not express any actions or events.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""There are no aspect properties used in the given text as it does not describe any actions or events.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""Aspect properties are not applicable in this user input as it does not contain any actions or events.""
}",[],TRUE,
10442,[],"What size of bakery would you need to make 10,000 loaves of bread?… What if you wanted to make 50,000 loaves of bread an hour?",Aspect,['simple'],['simple'],['simple'],TRUE,,[],,[],,[],,['simple'],[],-1,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text only contains simple expressions of fact without any indication of completion, ongoing action, or progressive aspect.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example uses the simple aspect to express straightforward facts about the quantities of bread being produced. There is no indication of completed or ongoing actions, just simple statements of the quantities needed.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses simple aspect to express basic facts or general truths about the size of a bakery needed to produce a certain number of loaves of bread.""
}",['simple'],TRUE,
10448,[],Anybody?,Aspect,[],[],[],TRUE,"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any verb that indicates the aspect, so no aspect properties are used.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any verb indicating aspect, so none of the aspect properties are used.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any specific aspect properties as it is a simple statement without indicating completion, ongoingness, or habituality.""
}",[],,[],[],1,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Anybody?' expresses a simple fact.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The only property used in the text is 'progressive', as it expresses an ongoing action: 'is eating'.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text 'Everybody, all bodies' contains a simple fact without indicating completion, ongoing action, or perfect progressive aspect.""
}",['simple'],FALSE,
10658,[],Assange’s crime is to have broken a silence.,Aspect,"['simple', 'perfect']",['simple'],['perfect'],FALSE,,[],,[],,[],,"['simple', 'perfect']",['simple'],0,['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have broken' indicates a completed action, suggesting the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have broken' indicates a completed action, suggesting the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have broken' indicates a completed action, which aligns with the perfect aspect.""
}",['perfect'],TRUE,
10828,[],"Ex-Speaker Boehner should probably re-check the old party's pulse, for the Bush-Boehner GOP may not just be napping.",Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'should be' indicates an ongoing or incomplete action, suggesting that the old party's pulse is currently in a state of uncertainty.""
}",['progressive'],"{
  ""Properties"": [""none""],
  ""Explanation"": ""The sentence does not contain any specific aspect properties. It is a general statement about a potential action with no indication of completion, ongoingness, or progression.""
}",['none'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'may not just be napping' expresses an ongoing or incomplete action, indicating that the Bush-Boehner GOP may currently be active or in a state of change.""
}",['progressive'],FALSE,
11157,[],"Debra Katz, the lawyer representing the woman accusing Brett Kavanaugh of sexual assault, has donated thousands of dollars to Obama, Hillary and the DNC!",Aspect,['simple'],['perfect'],"['simple', 'perfect']",FALSE,,[],,[],,[],,['simple'],['perfect'],-1,['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Debra Katz's actions without indicating completion, ongoingness, or habitual nature.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Debra Katz's action of donating money.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the lawyer's donation to political figures.""
}",['simple'],TRUE,
11361,[],Email This field is for validation purposes and should be left unchanged.,Aspect,['simple'],['simple'],['simple'],TRUE,,[],,[],,[],,['simple'],[],-1,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text expresses a simple fact - a statement about the purpose of the field without any indication of completion, ongoing nature, or duration of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sample text expresses a simple fact by stating the purpose of the field and giving instructions for its use.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The provided example text does not contain any of the aspect properties, as it is a command or instruction rather than a statement about an action.""
}",[],FALSE,
11544,[],As to matters of purely ecclesiastical law such as this one the Church has always allowed for departures from traditional practice in cases of emergency or grave necessity.,Aspect,['perfect'],['perfect'],['simple'],FALSE,,[],,[],,[],,['perfect'],['simple'],-1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the Church's allowance for departures from traditional practice in certain cases.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the Church's allowance for departures from traditional practice.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the Church's stance on ecclesiastical law without indicating completion, ongoing action, or a continuous state.""
}",['simple'],TRUE,
11668,[],Judge Kavanaugh is being subjected to charges of a criminal nature that could not only deprive him of a seat on the Supreme Court for which he is otherwise eminently qualified.,Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['progressive'],0,['progressive'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence uses the simple aspect to state a fact, and the progressive aspect to indicate an ongoing or incomplete action.""
}","['simple', 'progressive']","{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The sentence 'Kavanaugh is being subjected' indicates an ongoing or incomplete action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'is being subjected' indicates an ongoing action, therefore demonstrating the progressive aspect.""
}",['progressive'],FALSE,
11846,[],"""St. Francis in Ecstacy"", Caravaggio, 1595",Aspect,[],[],[],TRUE,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text 'St. Francis in Ecstacy', Caravaggio, 1595 expresses a simple fact about the painting and does not indicate completion, ongoingness, or habitual/habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text expresses a simple fact about the painting, stating the name of the artwork, the artist, and the year it was created.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text simply states a fact about the painting, without indicating completion or ongoingness of the action.""
}",['simple'],,[],['simple'],-1,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text provides a simple fact about the painting without indicating any completion, ongoing nature, or duration of the action. It simply states the title, artist, and year.""
}",['simple'],timeout,[],"{
  ""Properties"": [],
  ""Explanation"": ""The provided text does not contain any verbs or actions, so it does not exhibit any aspect properties."" 
}",[],FALSE,
11877,[],"Today at Cape Canaveral, SpaceXlaunched a new sensor to the International Space Station named TSIS-1.",Aspect,[],['simple'],['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about an event that occurred, without indicating any specific time frame or completion.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about a single event with no indication of completion, ongoingness, or repetition.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the launch of the sensor, without indicating completion, ongoingness, or habitual action.""
}",['simple'],TRUE,
11936,[],America's Immigration Voice.,Aspect,[],[],[],TRUE,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text 'America's Immigration Voice' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text expresses a simple fact about America's Immigration Voice without indicating any completed, ongoing, or habitual action.""
}",['simple'],"{
    ""Properties"": [],
    ""Explanation"": ""The text is a simple statement without any indication of completed, ongoing, habitual, or incomplete action."" 
}",[],,[],['simple'],-1,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text is a simple declaration or statement, not expressing any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""There are no explicit aspects of aspect used in the given text. The text is a simple title or heading, and does not convey any specific actions or states to determine the aspect.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The phrase 'America's Immigration Voice' does not contain any specific aspect properties, as it does not express an action with a specific tense or completion status.""
}",[],FALSE,
12244,[],"And the Pope is almost certain to ignore this heartfelt appeal, as he has ignored others who have respectfully questioned his departures from Catholic teaching.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],FALSE,,[],,[],,[],,"['simple', 'perfect']",['simple'],0,['simple'],"{
  ""Properties"": [
    ""perfect"",
    ""progressive""
  ],
  ""Explanation"": ""The use of 'has ignored' indicates a completed action, and 'is' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}","['perfect', 'progressive']","{
  ""Properties"": [
    ""perfect progressive""
  ],
  ""Explanation"": ""The use of 'has ignored' indicates a completed ongoing action, which aligns with the perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [""progressive"", ""perfect""],
  ""Explanation"": ""The use of 'is' before 'almost certain' indicates a progressive action, and 'has ignored' indicates a perfect action.""
}","['progressive', 'perfect']",FALSE,
