sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1,gpt_props1,res2,gpt_props2,res3,gpt_props3,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency
7011,[],Her ex-husband heads up Teneo Strategy: the organization created by the same man who made the Clinton Foundation happen and which employed Huma Abedin.,Tense,"['past', 'present']","['past', 'present']",['present'],,[],,[],,[],"['past', 'present']",['present'],0,['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'heads up' in the present tense in the phrase 'her ex-husband heads up Teneo Strategy' indicates a present action.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'heads up' in the present tense emphasizes the current role of her ex-husband in Teneo Strategy.""
}",['present'],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The use of 'heads' indicates present tense, while the reference to 'made' and 'employed' indicates past tense.""
}","['present', 'past']",0
7167,[],"In his book Principles of Catholic Theology, Ratzinger proposed the question, “Should the Council be revoked?” and in response recommended the “razing of the bastions” of the Catholic Church in relation to the modern world:",Tense,['past'],"['past', 'present']","['past', 'present']",,[],,[],,[],"['past', 'present']",['past'],0,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to indicate that Ratzinger proposed the question and recommended the 'razing of the bastions' in response.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of past tense 'proposed' and 'recommended' indicates that the actions occurred in the past.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense in the verbs 'proposed' and 'recommended', indicating that these actions have already taken place.""
}",['past'],1
7211,[],Then Benedict allowed him to remain a cardinal.,Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'allowed' indicates that the action of allowing him to remain a cardinal has already taken place, thus indicating the use of past tense.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The line uses the past tense 'allowed' to express an action that has already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense to indicate that the action of allowing him to remain a cardinal has already occurred.""
}",['past'],1
7402,[],"In 2006, then-Archbishop Bergoglio complained of a “media campaign” and claimed that the Grassi case was “different” from other accusations.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example uses the past tense to indicate that Archbishop Bergoglio made the complaint and claim in 2006.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'complained' and 'claimed' to indicate actions that have already happened.""
}",['past'],"{
  ""Properties"": [
    ""past""
  ],
  ""Explanation"": ""The sentence uses the past tense 'complained' and 'claimed' to express actions that already happened.""
}",['past'],1
7408,[],"Looking carefully at the infamous “Who am I to judge” comment, this was clear early on.",Tense,"['past', 'present']","['past', 'present']",['past'],,[],,[],,[],"['past', 'present']",['past'],0,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example uses the past tense 'was' to express that something had already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to express something that already happened ('was clear early on').""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'was clear' to indicate that the clarity about the 'Who am I to judge' comment happened in the past.""
}",['past'],1
7758,[],Article posted with permission from Robert Spencer,Tense,[],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of the present tense in the headline 'Guerrilas take Afgan capital' emphasizes the immediacy of the event.""
}",['present'],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The article contains both present tense ('posted', 'takes') and past tense ('was', 'appeared'), indicating a mix of immediacy and events that have already occurred.""
}","['present', 'past']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'posted' in the headline indicates the present tense, which is often used in headlines for immediacy effect.""
}",['present'],0
8594,[],"Ever since Adam and Eve committed the Original Sin, every living creature is subject to it.",Tense,"['progression', 'past', 'present']","['past', 'present']","['past', 'present']",,[],,[],,[],"['past', 'present']","['past', 'present']",1,"['past', 'present']","{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The sentence uses the present tense 'is' to describe a general truth and the past tense 'committed' to indicate an action that has already happened.""
}","['present', 'past']","{
  ""Properties"": [
    ""present""
  ],
  ""Explanation"": ""The use of 'is' in the sentence indicates the present tense, highlighting the ongoing nature of the statement.""
}",['present'],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The sentence uses present tense 'is' to state a general truth ('every living creature is subject to it') and past tense 'committed' to refer to an action that already happened ('Adam and Eve committed the Original Sin').""
}","['present', 'past']",0
8724,[],"Though House officials suspected that equipment was being stolen, the Capitol Police did not search their homes, The Daily Caller News Foundation learned, and did not ban them from the network until nearly a year later.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'suspected', 'did', and 'learned' indicates that the past tense is employed to express something that already happened.""
}",['past'],"{
  ""Properties"": [
    ""past""
  ],
  ""Explanation"": ""The text is using the past tense to express actions that have already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to describe actions that have already happened, indicating the use of the past tense property.""
}",['past'],1
8743,[],"If papal clarification was ever needed on the long-debated issue of the intended meaning of Amoris Laetitia chapter VIII, such clarification has now been provided for the Church at large.",Tense,"['progression', 'past', 'present']","['past', 'present']",['past'],,[],,[],,[],"['progression', 'past', 'present']","['past', 'present']",0,"['past', 'present']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'was' to indicate that the clarification has already been provided.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'was' to express that the need for papal clarification existed in the past and has already been addressed.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'was' indicates that the action of needing papal clarification already occurred in the past.""
}",['past'],1
9077,[],The president also pointed out that Donnelly had opposed tax cuts and joined with his fellow Democrats in attacking and voting against Justice Brett Kavanaugh's confirmation to the Supreme Court.,Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The use of 'pointed out' indicates the present tense for immediacy effect, and 'had opposed' and 'had joined' indicate past tense for expressing something that already happened.""
}","['present', 'past']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense to express actions that have already occurred.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense to express actions that have already occurred ('had opposed', 'joined', 'attacking', 'voting against').""
}",['past'],0
9235,[],He said he spoke with Trump to make sure that the president wasn’t actually issuing an order.,Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'spoke' and 'issued' to convey actions that have already happened.""
}",['past'],"{
    ""Properties"": [""past""],
    ""Explanation"": ""The sentence uses the past tense 'said' and 'spoke' to indicate actions that have already happened.""
}",['past'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'said' indicates past tense, and the shifting from 'spoke' to 'issuing' creates a tense progression for effect.""
}","['past', 'progression']",0
9329,[],Solemnly professed:,Tense,[],['past'],['past'],,[],,[],,[],['past'],['present'],-1,['present'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The word 'professed' is in the past tense, but 'solemnly' is an adverb indicating the present moment, and the combination of the two creates a sense of progression within the statement.""
}","['present', 'progression']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'professed' indicates that an action has already occurred, therefore it is in the past tense.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'professed' indicates a past action, suggesting that someone solemnly made a vow or commitment at some point in the past.""
}",['past'],0
9396,[],Also on communion between the communities.,Tense,[],[],[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not use any specific tense properties, as it is a simple statement without any indication of time frame.""
}",[],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'on' indicates a present tense, and then the text shifts to a past tense with 'communion between the communities.'""
}","['present', 'progression']","{
  ""Properties"": [],
  ""Explanation"": ""The example text does not exhibit any specific tense properties such as present, past, future, or progression.""
}",[],[],"['present', 'progression']",-1,[],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'on' indicates a current or ongoing topic, suggesting the use of present tense for immediacy.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'Also' indicates a current or ongoing topic, suggesting a present focus in the text.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'on' in 'Also on communion between the communities' indicates a present focus or immediate relevance, as in a headline.""
}",['present'],1
9437,[],"Sr. Enrica Rosanna, the representative of the Vatican’s Congregation for Religious told them that the “two great challenges to our contemplative life” are “the challenge of globalization and the challenge of irrelevancy.” She warned the nuns against bringing vocations from other countries to keep their monasteries alive, dropping a hint about what now seems to be a particular obsession of the Congregation.",Tense,"['progression', 'past', 'present']","['past', 'present']",['past'],,[],,[],,[],"['progression', 'past', 'present']","['past', 'present']",0,"['past', 'present']","{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The text uses the present tense in 'told' to emphasize the action. It also uses the past tense in 'warned' to indicate an action that already happened.""
}","['present', 'past']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of past tense ('told', 'warned', 'dropping') indicates that the actions described have already occurred in the past.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses past tense to describe the actions and statements of Sr. Enrica Rosanna, indicating that they have already occurred.""
}",['past'],0
9657,[],I don't remember how I got there.,Tense,"['past', 'present']","['past', 'present']",['present'],,[],,[],,[],"['past', 'present']",['past'],0,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'got' to express something that already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'got' indicates a past action, suggesting that the speaker cannot recall how they arrived at a certain place in the past.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The verb 'got' is in the past tense, indicating that the action occurred before the current moment.""
}",['past'],1
9681,[],"First, it was reported that Ford would answer questions, but only at a closed hearing and only after an FBI investigation had been completed.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],"['past', 'future']",0,"['past', 'future']","{
  ""Properties"": [""past"", ""future"", ""progression""],
  ""Explanation"": ""The sentence uses past tense 'was reported', future tense 'would answer' and also changes tense in the middle of the sentence from past 'was reported' to future 'had been completed', for an effect of describing a sequence of events.""
}","['past', 'future', 'progression']","{
  ""Properties"": [""past"", ""future"", ""progression""],
  ""Explanation"": ""The sentence uses past tense 'was reported', future tense 'would answer' and changes tense in the middle of the sentence from past to future, which is a progression of tenses for effect.""
}","['past', 'future', 'progression']","{
  ""Properties"": [""past"", ""future"", ""progression""],
  ""Explanation"": ""The sentence uses the past tense 'was reported', future tense 'would answer', and changes tense in the middle of the sentence for effect with 'had been completed'.""
}","['past', 'future', 'progression']",1
9712,[],His life before joining the caliphate was unremarkable.,Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'was' indicates a past tense, indicating that the action has already occurred.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense to indicate that his life before joining the caliphate had already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The past tense 'was' is used to express that his life was unremarkable before joining the caliphate.""
}",['past'],1
9827,[],It will be addressed quickly and justly.,Tense,['future'],['future'],['future'],,[],,[],,[],['future'],['future'],1,['future'],"{
  ""Properties"": [""future""]
}",['future'],"{
  ""Properties"": [
    ""future""
  ],
  ""Explanation"": ""The sentence uses future tense to express something that has yet to happen.""
}",['future'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The sentence uses the future tense to express something that has yet to happen.""
}",['future'],1
9939,[],"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.",Tense,"['past', 'present']","['past', 'present']","['past', 'present']",,[],,[],,[],"['past', 'present']",['past'],0,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'wrote' to indicate that Janet Smith already wrote the quoted statement.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'wrote' indicates that the action of writing took place in the past, therefore the past tense is utilized in this sentence.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'wrote' to indicate that Janet Smith already wrote the statement.""
}",['past'],1
9995,[],"The Pontifical Commission for the Protection of Minors lapsed in December, when its members’ terms expired, prompting concerns that the advisory body could be disbanded.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense to convey that the lapse of the Pontifical Commission for the Protection of Minors occurred in December when its members' terms expired.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'lapsed' indicates that the action of the Pontifical Commission for the Protection of Minors already happened, thus indicating the use of past tense.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example uses the past tense to express an action that has already happened - the lapse of the commission in December.""
}",['past'],1
10086,[],"The region is an area NASA would also like to visit, preferably with a robot that would bring souvenir rock home to Earth for scientists to analyze directly in the laboratory.",Tense,"['future', 'present']",['present'],['present'],,[],,[],,[],['present'],['present'],1,['present'],"{
  ""Properties"": [""future""]
}",['future'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The example text uses the future tense to express something that has yet to happen, specifically 'NASA would also like to visit' and 'that would bring souvenir rock home'.""
}",['future'],"{
  ""Properties"": [""present"",""future""],
  ""Explanation"": ""The use of 'is' indicates the present tense, while 'would like to visit' indicates a future action.""
}","['present', 'future']",0
10124,[],"A spokesperson for Feinstein declined Fox News’ request to elaborate on the lawmaker’s statement, but there has been much speculation that she is referring to a secret letter that has been the subject of intrigue on Capitol Hill over the last few days.",Tense,"['progression', 'past', 'present']","['past', 'present']","['past', 'present']",,[],,[],,[],"['past', 'present']","['past', 'present']",1,"['past', 'present']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'declined', 'has been', 'is referring' are in the past tense, indicating actions that have already happened. Additionally, the sentence changes tense from past to present in the middle for effect, as in 'but there *has been* much speculation that she *is referring*'. This demonstrates the use of progression in tense.""
}","['past', 'progression']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The example uses the past tense to express something that has already happened ('declined', 'has been', 'referring').""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to describe actions and events that have already occurred, such as 'declined', 'has been', and 'has been the subject'. This indicates the use of past tense.""
}",['past'],0
10442,[],"What size of bakery would you need to make 10,000 loaves of bread?… What if you wanted to make 50,000 loaves of bread an hour?",Tense,['present'],['present'],['present'],,[],,[],,[],['present'],"['future', 'present']",0,"['future', 'present']","{
  ""Properties"": [""present"", ""future""],
  ""Explanation"": ""The use of 'need' in the first question indicates a present need, while the phrase 'wanted to make' in the second question indicates a future intention.""
}","['present', 'future']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'would' in the first question and 'wanted' in the second question indicates the use of present tense to inquire about hypothetical or potential scenarios.""
}",['present'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'would' and 'wanted' indicates a future tense, suggesting a hypothetical scenario for making a certain number of loaves of bread.""
}",['future'],0
10448,[],Anybody?,Tense,[],[],[],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The text contains past tense ('Anybody?') which expresses something that already happened, and present tense for immediacy effect.""
}","['present', 'past']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The example text uses the present tense to prompt a response or action in the immediate moment.""
}",['present'],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The text includes the present tense 'Anybody?' for immediacy effect and the past tense 'He told reporters' to express something that already happened.""
}","['present', 'past']",[],"['present', 'past']",-1,[],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The text includes the use of present tense in the headline 'Scientists discover new species' and past tense in the sentence 'The researchers conducted a thorough analysis.'""
}","['present', 'past']","{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The text uses the present tense in the headline 'Eruption shakes city' to emphasize the immediacy of the event. It also uses the past tense in the article body to describe events that have already occurred.""
}","['present', 'past']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The headline uses the present tense 'Guerrilas take Afgan capital' for immediacy effect and to emphasize the action happening currently.""
}",['present'],0
10497,[],SAN DIEGO -- People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana.,Tense,['past'],['past'],"['past', 'present']",,[],,[],,[],['past'],"['past', 'present']",0,"['past', 'present']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'could be seen' and 'arrived' indicates present tense, emphasizing the immediacy of the event.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'could be seen' in the present tense emphasizes the immediacy of the action.""
}",['present'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'could be seen' and 'arrived' indicate the present tense, while the change from 'arrived' to 'could be seen' in the same sentence demonstrates the use of tense progression for effect.""
}","['present', 'progression']",0
11157,[],"Debra Katz, the lawyer representing the woman accusing Brett Kavanaugh of sexual assault, has donated thousands of dollars to Obama, Hillary and the DNC!",Tense,['present'],['present'],['past'],,[],,[],,[],['present'],"['past', 'present']",0,"['past', 'present']","{
    ""Properties"": [""present""],
    ""Explanation"": ""The sentence uses the present tense to convey immediacy and to emphasize the action of the lawyer's donation."" 
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'has donated' indicates a present action, emphasizing the immediacy of the information.""
}",['present'],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The sentence uses the present tense in the first part ('has donated') and the past tense in the second part ('accusing Brett Kavanaugh of sexual assault').""
}","['present', 'past']",0
11544,[],As to matters of purely ecclesiastical law such as this one the Church has always allowed for departures from traditional practice in cases of emergency or grave necessity.,Tense,['present'],['present'],['past'],,[],,[],,[],['present'],['past'],-1,['past'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'has allowed' indicates present tense, which is often used in headlines for immediacy effect or to emphasize an action.""
}",['present'],"{
  ""Properties"": [
    ""present""
  ],
  ""Explanation"": ""The use of 'has' indicates the present tense, which is often used in news text for immediacy effect or to emphasize an action.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'has always allowed' indicates a present tense being used to discuss a general truth or habit."" 
}",['present'],1
11737,[],"But May’s growth was less than that in April and March, possibly an emerging trend.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],"['past', 'present']",0,"['past', 'present']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense 'was' to express something that already happened. Additionally, the sentence changes tense in the middle for effect, using the modal 'possibly' and 'an emerging trend' to convey a sense of potentiality and progression.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'was' indicates past tense, while transitioning to 'is' indicates a change in tense for effect.""
}","['past', 'progression']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'was' to indicate that May's growth already happened.""
}",['past'],0
11846,[],"""St. Francis in Ecstacy"", Caravaggio, 1595",Tense,[],[],[],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example text uses the past tense to indicate that the painting was created in 1595.""
}",['past'],"{
    ""Properties"": [""past""],
    ""Explanation"": ""The example text uses past tense to express something that already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example text is expressing something that already happened, indicating the use of the past tense.""
}",['past'],[],['past'],-1,[],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of past tense '1605' indicates that the painting was created in the past.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example text uses the past tense to describe the creation of a painting in 1595.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of past tense indicates that the painting 'St. Francis in Ecstacy' was created in 1595, and is already an event that has occurred in the past.""
}",['past'],1
11877,[],"Today at Cape Canaveral, SpaceXlaunched a new sensor to the International Space Station named TSIS-1.",Tense,[],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'launched' in the present tense emphasizes the immediacy of the event, which is common in news headlines.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The text uses the present tense to convey the immediacy of the event.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'launched' indicates a present action, which is often used in headlines for immediacy effect or to emphasize an action.""
}",['present'],1
11936,[],America's Immigration Voice.,Tense,[],[],[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any specific instances of tense usage.""
}",[],"{
    ""Properties"": [""present""],
    ""Explanation"": ""The headline uses the present tense to emphasize the ongoing relevance and importance of the topic.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'America's' indicates a current or ongoing situation, implying a present tense effect.""
}",['present'],[],['present'],-1,[],"{
    ""Properties"": [""present""],
    ""Explanation"": ""The headline uses the present tense to convey immediacy and to emphasize the importance of the topic.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The headline uses the present tense to create immediacy and emphasize the organization's current role and impact.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The headline uses the present tense to create an immediacy effect and emphasize the importance of the topic.""
}",['present'],1
12042,[],"The remarks, made in a February 6 talk in Slovakia, indirectly respond to new initiatives coming from Germany, especially from Cardinal Reinhard Marx and Bishop Franz-Josef Bode.",Tense,['present'],"['past', 'present']",['past'],,[],,[],,[],['present'],['past'],-1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'made' to express that the remarks were made in the past, on February 6.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'made' and 'coming' indicates that the past tense is used to express that the remarks were made in the past and the initiatives were coming from Germany.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'made' indicates that the remarks already happened, placing the verb in the past tense.""
}",['past'],1
12244,[],"And the Pope is almost certain to ignore this heartfelt appeal, as he has ignored others who have respectfully questioned his departures from Catholic teaching.",Tense,['present'],['present'],"['past', 'present']",,[],,[],,[],['present'],['present'],1,['present'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'is' indicates present tense, and the change from 'is' to 'has' in the same sentence creates a progression in tense for effect.""
}","['present', 'progression']","{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The use of 'is' and 'has' indicate the present and past tenses, respectively, in the sentence.""
}","['present', 'past']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'is' and 'has' indicates the present tense. Additionally, the sentence switches from 'is' and 'has' to 'questioned' for a progression effect.""
}","['present', 'progression']",0
12371,[],The ever growing global list of Bishops and Cardinals that have preyed on /and or covered up the sexual abuse of minors and seminarians over the last 60 years continues to enrage the laity.,Tense,['present'],['present'],['present'],,[],,[],,[],['present'],['past'],-1,['past'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The text uses the present tense ('continues') to emphasize the ongoing nature of the situation and to convey immediacy.""
}",['present'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'continues' indicates present tense, while the change from 'preyed on' (past tense) to 'continues' (present tense) in the middle of the sentence creates a progression for effect.""
}","['present', 'progression']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'continues' indicates the present tense, emphasizing the ongoing nature of the situation.""
}",['present'],0
12467,[],"U.S. politics have indeed been coarsened, with Trump playing a lead role.",Tense,['present'],['present'],"['past', 'present']",,[],,[],,[],['present'],['past'],-1,['past'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The text uses the present tense 'have been coarsened' to emphasize the current state, and changes to past tense 'playing' to indicate a specific action in the past for effect.""
}","['present', 'progression']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'have been' indicates present perfect tense, which is often used to express current relevance or ongoing impact of a past action, emphasizing the current state resulting from the past action.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'have been' indicates the present perfect tense, which suggests a current state or ongoing impact of a past action.""
}",['present'],0
12475,[],"For though unpleasant, it is not unfair to say that if there was one desire common to Bernie Sanders, Ted Cruz and Donald Trump voters, it was be rid of the regime resting on top of all of us.",Tense,"['past', 'present']","['past', 'present']","['past', 'present']",,[],,[],,[],"['past', 'present']",['past'],0,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'was' to express that the desire was common to the mentioned voters.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'was' indicates the past tense, expressing something that has already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'was' to express something that already happened.""
}",['past'],1
12626,[],It did what it is designed to do.,Tense,"['progression', 'past', 'present']","['past', 'present']",['past'],,[],,[],,[],"['progression', 'past', 'present']","['progression', 'past', 'present']",1,"['progression', 'past', 'present']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'did' to express that something already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'did' indicates past tense, expressing something that already happened.""
}",['past'],"{
  ""Properties"": [""past"", ""present""],
  ""Explanation"": ""The text uses past tense 'did' to express something that already happened, and present tense 'is' for immediacy effect.""
}","['past', 'present']",0
12751,[],"To keep up everyone’s morale, the museum staff, while bombs were falling and they and their patrons were equally starving, continued to give tours and lectures, describing perfectly the artworks that had been removed.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],"['progression', 'past']",0,"['progression', 'past']","{
  ""Properties"": [""progression""],
  ""Explanation"": ""The example text uses the progression property by changing tense in the middle of the sentence to emphasize the contrast between the past action (while bombs were falling) and the present action (continued to give tours and lectures).""
}",['progression'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to describe actions that have already happened, and also changes tense in the middle of a sentence for effect, by switching from past tense 'were falling' to present tense 'continued' for the immediacy effect.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to describe actions that have already happened ('continued', 'were falling', 'were starving'). Additionally, there is a change in tense within the sentence for effect ('continued' - past tense, 'describing' - present participle).""
}","['past', 'progression']",0
12847,[],"He was formally indicted by a grand jury on Wednesday on 34 counts, including 17 counts of premeditated first-degree murder and 17 counts of attempted first-degree murder.",Tense,['past'],['past'],['past'],,[],,[],,[],['past'],['past'],1,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense to indicate that the indictment has already occurred.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense to describe an action that already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example uses the past tense to describe an event that has already happened, indicating the action of the indictment and the charges brought against the individual.""
}",['past'],1
