sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,Unnamed: 28,res_0.0_V3_1,property__0.0_V3_1,res_0.0_V3_2,property__0.0_V3_2,res_0.0_V3_3,property__0.0_V3_3
10124,[],"A spokesperson for Feinstein declined Fox News’ request to elaborate on the lawmaker’s statement, but there has been much speculation that she is referring to a secret letter that has been the subject of intrigue on Capitol Hill over the last few days.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['compound', 'active']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The text contains a compound predication with the verbs 'declined' and 'has been' both about the spokesperson for Feinstein.""
}",['compound'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound structure with the verbs 'declined' and 'has been'. This indicates multiple verbs about one subject.""
}",['compound'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'declined' and 'has been'.""
}",['active'],FALSE,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'declined' and 'has been'. The subject 'spokesperson for Feinstein' is associated with both verbs.""
}",['compound'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('declined', 'has been') and a compound structure with multiple verbs ('declined', 'is referring').""
}","['active', 'compound']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'declined' and 'has been'. This indicates the use of compound predication.""
}",['compound'],0,['compound'],,,,,,"{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. The active property is present in 'declined' (the subject 'spokesperson' performing the action) and 'has been' (the subject 'there' performing the action of speculation). The stative property is present in 'is referring' (expressing a state or condition).""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. The active property is present as the sentence describes an action performed by a spokesperson for Feinstein, who declined Fox News’ request. The stative property is present as the sentence also expresses a state or condition, specifically in the phrase 'there has been much speculation that she is referring to a secret letter.'""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. The active property is present as the sentence describes an action performed by a spokesperson for Feinstein, who declined Fox News’ request. The stative property is also present as the sentence expresses a state or condition, specifically in the phrase 'she is referring to a secret letter.'""
}","['active', 'stative']"
10448,[],Anybody?,Predication,[],[],[],TRUE,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The example text utilizes a stative verb with 'is' in the phrase 'He is wet'. This is a static state rather than an action, which fits the definition of a stative verb.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs, as it describes an action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text uses active verbs to describe actions, such as 'finding,' 'solving,' and 'delivering.'""
}",['active'],FALSE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs, as it describes an action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs, such as 'is investigating' and 'has been charged', indicating action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs, as it describes actions being performed by the subject.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'Anybody?' contains a stative predication. It expresses a state of being or condition rather than an action or event. In this case, it is a simple question asking for the presence of anyone.""
}",['stative'],"{
  ""Answer"": [],
  ""Explanation"": ""The sentence 'Anybody?' does not contain a predication that aligns with the provided properties. The sentence is an interjection or a standalone question that does not express an action, state, or compound predications."" 
}",[],"{
  ""Answer"": [],
  ""Explanation"": ""The sentence 'Anybody?' does not contain any of the provided properties of Predication. The sentence is a simple one-word question and does not exhibit active, stative, or compound predication."" 
}",[]
10497,[],SAN DIEGO -- People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs, such as 'could be seen climbing', which indicate ongoing or continuous actions.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs 'could be seen climbing', indicating an action performed by the people on the Mexican side of the border.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'could be seen' and 'climbing', indicating action taking place.""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'climbing' which indicates an action being performed by the people on the Mexican side of the border.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs 'could be seen' and 'climbing' which indicate action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'climbing' which shows the action being performed by the people on the Mexican side of the border.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""active""],
  ""Explanation"": ""The provided sentence contains an active predication. The subject 'People on the Mexican side of the border' is performing the action 'climbing the fence.' Additionally, the predication can take a direct object, as seen in 'the fence near Border Field State Park.'""
}",['active'],"{
  ""Answer"": [""active""],
  ""Explanation"": ""The provided sentence contains an active predication. The subject 'People on the Mexican side of the border' is performing the action 'could be seen climbing the fence near Border Field State Park.' This active predication also takes a direct object, 'the fence near Border Field State Park.'""
}",['active'],"{
  ""Answer"": [""active""],
  ""Explanation"": ""The provided sentence contains an active predication. The subject 'People on the Mexican side of the border' is performing the action 'could be seen climbing the fence near Border Field State Park.' This active predication also takes a direct object, 'the fence near Border Field State Park.'""
}",['active']
11737,[],"But May’s growth was less than that in April and March, possibly an emerging trend.",Predication,['stative'],['stative'],['stative'],TRUE,['active'],"{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative verb 'was' and a compound verb 'was...less than'. 'Was' is a stative verb conveying a state of being, and 'was less than' is a compound verb expressing the relationship between May’s growth and that in April and March.""
}","['stative', 'compound']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'was' to indicate a static state of May's growth compared to April and March.""
}",['stative'],"{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains the stative verb 'was' to indicate a state of being, and the compound verb 'was less than' to describe the level of growth.""
}","['stative', 'compound']",FALSE,"{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative verb 'was' and a compound verb 'was less than' which indicates the use of both stative and compound properties of predication.""
}","['stative', 'compound']","{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative verb 'was' and a compound verb 'was less than' which both describe the state of May's growth.""
}","['stative', 'compound']","{
  ""Properties"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative verb 'was' and a compound structure with the verbs 'was' and 'less' about the subject 'May's growth'.""
}","['stative', 'compound']",1,"['stative', 'compound']",,,,,,"{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative predication 'was less' which expresses a state or condition. Additionally, the sentence also contains a compound predication 'was less than that in April and March, possibly an emerging trend' where multiple predications of verbs are used about one subject.""
}","['stative', 'compound']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative predication 'was less than' expressing a state or condition. Additionally, the sentence also contains a compound predication 'was less than that in April and March, possibly an emerging trend' where multiple predications of verbs are used about one subject.""
}","['stative', 'compound']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative predication 'was less than' expressing a state or condition. Additionally, the sentence also contains a compound predication 'was less than that in April and March, possibly an emerging trend' where multiple predications of verbs are used about one subject.""
}","['stative', 'compound']"
11846,[],"""St. Francis in Ecstacy"", Caravaggio, 1595",Predication,[],[],[],TRUE,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The title 'St. Francis in Ecstacy' uses a stative verb 'in Ecstacy' to describe the state of St. Francis. There are no active or compound verbs present in this title.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The title 'St. Francis in Ecstacy' contains a stative verb 'in Ecstacy', indicating a state of being.""
}",['stative'],"{
    ""Properties"": [""stative""],
    ""Explanation"": ""The title 'St. Francis in Ecstacy' uses a stative verb 'in Ecstacy' to describe the state of St. Francis."" 
}",['stative'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The title 'St. Francis in Ecstacy' contains a stative verb 'in Ecstacy' which describes the state of St. Francis.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The title 'St. Francis in Ecstacy' contains a stative verb 'in Ecstacy' which describes a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The title 'St. Francis in Ecstacy' contains a stative verb 'in Ecstacy' which describes the state of St. Francis.""
}",['stative'],1,['stative'],,,,,,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'St. Francis in Ecstacy' contains a stative predication. It expresses a state or condition rather than an activity or event, as it describes the state of St. Francis being in ecstasy. The sentence does not contain active or compound predications."" 
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'St. Francis in Ecstacy' contains a stative predication. It expresses a state or condition rather than an activity or event, as it describes the state of St. Francis being in ecstasy. The sentence does not contain active or compound predication as defined in the provided properties."" 
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'St. Francis in Ecstacy', Caravaggio, 1595' contains a stative predication. The verb 'is' in 'St. Francis is in Ecstacy' expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative']
11936,[],America's Immigration Voice.,Predication,[],[],[],TRUE,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'is' in 'America's Immigration Voice'.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text uses a stative verb 'is' to express a state of being, indicating the static nature of 'America's Immigration Voice.'""
}",['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The text contains a compound verb structure as it combines the verbs 'is' and 'voice' to convey the message 'America's Immigration Voice.'""
}",['compound'],FALSE,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The text contains a compound verb 'is' and 'voice' which are both about the same subject 'America's Immigration'.""
}",['compound'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The text contains a compound verb 'Immigration Voice' which consists of two verbs 'immigration' and 'voice' referring to the organization's focus on immigration issues and advocacy.""
}",['compound'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The title 'America's Immigration Voice' contains a compound verb structure with 'America's' and 'Immigration' acting as compound subjects and 'Voice' as the compound verb.""
}",['compound'],1,['compound'],,,,,,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'America's Immigration Voice' contains a stative predication. It expresses a state or condition rather than an activity or event, as it describes the state of America's immigration voice rather than an action being performed.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'America's Immigration Voice' contains a stative predication. It expresses a state or condition rather than an activity or event, as it describes the state of America's immigration voice rather than an action being performed.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'America's Immigration Voice' contains a stative predication. It expresses a state or condition rather than an activity or event, as it describes the state of 'America's Immigration Voice' rather than an action being performed.""
}",['stative']
12244,[],"And the Pope is almost certain to ignore this heartfelt appeal, as he has ignored others who have respectfully questioned his departures from Catholic teaching.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The text contains an active verb 'is' and 'has ignored'.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The sentence contains active verbs 'is', 'ignore', 'has ignored' indicating actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""stative"", ""compound""],
  ""Explanation"": ""The sentence includes an active verb 'ignore', a stative verb 'is', and a compound structure with 'ignored' and 'questioned' both relating to 'others'.""
}","['active', 'stative', 'compound']",FALSE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'ignore' which indicates an action performed by the subject 'the Pope'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'ignore' indicating the action of the Pope.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'is' and a stative verb 'ignored', which indicates a state of being.""
}","['active', 'stative']",0,['active'],,,,,,"{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative predication. The active predication is seen in 'he has ignored others' where 'he' is the subject performing the action of ignoring. The stative predication is seen in 'he is almost certain' where 'is' expresses a state or condition rather than an activity or event.""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. The active property is evident in 'he has ignored others,' where 'he' is the subject performing the action of ignoring. The stative property is evident in 'he is almost certain,' where 'is' expresses a state or condition rather than an action.""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative predication. The active predication is 'he has ignored others' where 'he' is the subject performing the action 'ignored'. The stative predication is 'he is almost certain' where 'he' is in a state of being 'almost certain'.""
}","['active', 'stative']"
12475,[],"For though unpleasant, it is not unfair to say that if there was one desire common to Bernie Sanders, Ted Cruz and Donald Trump voters, it was be rid of the regime resting on top of all of us.",Predication,['stative'],['stative'],['stative'],TRUE,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was' and 'resting' which is an active participle.""
}",['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'was' indicating a state of being. There are no active or compound verbs present in the text.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'resting' which indicates an action being performed by the regime.""
}",['active'],FALSE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was' and 'resting' which indicates an action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'say', 'was', and 'resting'. These verbs indicate actions or states performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was' and 'resting' which indicates an action being performed by the subject.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence contains a stative predication. The phrase 'it is not unfair to say' is a stative predication expressing a state or condition rather than an activity or event.""
}",['stative'],"{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative predication with the use of 'is' in 'it is not unfair to say'. Additionally, the sentence also contains a compound predication with the use of 'was' in 'if there was one desire' and 'contained' in 'but contained exciting news'.""
}","['stative', 'compound']","{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence contains a stative predication. The phrase 'it is not unfair to say' expresses a state or condition rather than an activity or event, indicating a judgment or opinion about something. The verb 'is' in this context is used to link the subject 'it' to the complement 'not unfair to say', indicating a state of being rather than an action.""
}",['stative']
12847,[],"He was formally indicted by a grand jury on Wednesday on 34 counts, including 17 counts of premeditated first-degree murder and 17 counts of attempted first-degree murder.",Predication,['stative'],['stative'],['stative'],TRUE,"['stative', 'compound', 'active']","{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The sentence contains active verbs such as 'indicted' and 'including', indicating the use of active voice for predication.""
}",['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'was' indicating a state of being, but there are no active or compound verbs present.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'indicted.' It does not contain stative or compound verbs.""
}",['active'],FALSE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'was' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'indicted' and 'including', indicating the use of active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'indicted' and 'including', indicating actions performed by the subject.""
}",['active'],0,['active'],,,,,,"{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes the subject (He) being formally indicted by a grand jury. Additionally, the sentence also contains a compound predication as it includes multiple predications of verbs ('was formally indicted' and 'on 34 counts, including 17 counts of premeditated first-degree murder and 17 counts of attempted first-degree murder') about one subject (He).""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes the subject (He) being formally indicted by a grand jury. Additionally, the sentence also contains a compound predication as it includes multiple predications of verbs ('was formally indicted' and 'included') about one subject (He).""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes the subject (He) performing an action (was formally indicted). Additionally, the sentence also contains a compound predication as it involves multiple predications of verbs (was formally indicted, contained) about one subject (He).""
}","['active', 'compound']"
13196,[],"As we shall see, the document is what I’ve called above a “chopping block”.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'called', indicating the presence of active verbs.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is', with the subject 'the document' performing the action of being a 'chopping block'.""
}",['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' indicating a state of being.""
}",['stative'],FALSE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'called' which indicates action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'called' which indicates action.""
}",['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' describing the state of the document.""
}",['stative'],0,['active'],,,,,,"{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence 'As we shall see, the document is what I’ve called above a “chopping block”' contains the stative property as it expresses a state or condition ('is') rather than an activity or event. Additionally, it also contains the compound property as it combines multiple predications ('is' and 'called') about one subject ('the document').""
}","['stative', 'compound']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence 'As we shall see, the document is what I’ve called above a “chopping block”' contains the stative property as it expresses a state or condition ('is') rather than an activity or event. Additionally, it also contains the compound property as it involves multiple predications of verbs ('is' and 'called') used about one subject ('the document').""
}","['stative', 'compound']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence 'As we shall see, the document is what I’ve called above a “chopping block”' contains both active and stative properties of predication. The verb 'is' in 'is what I’ve called' is a stative predication, expressing a state or condition. The subject 'the document' is in a state of being what the speaker has called a 'chopping block'. Additionally, the sentence also contains an active predication as it involves the subject 'the document' performing the action of being called a 'chopping block' by the speaker."" 
}","['active', 'stative']"
14038,[],And in Russia.,Predication,[],[],[],TRUE,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'is' indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The word 'in' indicates location, and 'Russia' is the object of the preposition. There is no verb in this fragment, so no active or stative predication is present.""
}",['active'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The text contains a compound verb 'And in Russia.' involving two verbs ('and', 'in') connected to the same subject.""
}",['compound'],FALSE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'is' in the phrase 'And in Russia.'""
}",['stative'],"{
  ""Properties"": [],
  ""Explanation"": ""The text 'And in Russia' does not contain any active, stative, or compound properties of predication. It is a simple prepositional phrase."" 
}",[],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The text contains a compound structure with multiple verbs ('is', 'in') about one subject ('Russia').""
}",['compound'],0,['stative'],,,,,,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'And in Russia' is an example of a stative predication. It expresses a state or condition rather than an activity or event, as it does not contain an action performed by a subject or a compound predication. Instead, it indicates a location or a state of being."" 
}",['stative'],"{
  ""Answer"": [],
  ""Explanation"": ""The sentence 'And in Russia.' does not contain a predication that aligns with any of the provided properties. The sentence is a fragment and does not contain a clear subject, verb, or object to analyze in terms of active, stative, or compound predication."" 
}",[],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'And in Russia' does not contain an active or compound predication as it does not express an action or involve multiple predications. However, it does express a state or condition, indicating a location, which aligns with the stative property.""
}",['stative']
15168,[],"“If code is speech, the constitutional contradictions are evident,” Wilson explained to WIRED when he first launched the lawsuit in 2015.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'explained' which indicates an action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'explained' describing an action performed by the subject 'Wilson'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'explained' as Wilson is the subject performing the action of explaining.""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'explained' with the subject 'Wilson' performing the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'explained' with the subject 'Wilson' performing the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'explained' which is directly performed by the subject 'Wilson'.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active predication as it involves the subject 'Wilson' performing the action of explaining. Additionally, it contains a stative predication as it expresses a state or condition with 'code is speech' and 'the constitutional contradictions are evident.'""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active predication as it involves the subject 'Wilson' performing the action of explaining. Additionally, it includes a stative predication with the verb 'is' expressing a state or condition ('code is speech').""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""In the provided sentence, the property 'active' is used as the subject 'Wilson' is performing the action of explaining. Additionally, the property 'stative' is used as the predication 'is speech' expresses a state or condition rather than an activity or event.""
}","['active', 'stative']"
15233,[],"At first, Campos, a guard at the Mandalay Bay Resort and Casino, was hailed a hero for helping guide police to gunman Stephen Paddock’s room on the 32nd floor.",Predication,['stative'],['stative'],['stative'],TRUE,"['compound', 'active']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'was hailed' and a stative verb 'was' indicating a state of being.""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'was hailed', indicating the active voice in the sentence.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active ('was hailed') and stative ('was') verbs.""
}","['active', 'stative']",FALSE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was hailed' which indicates an action performed by the subject 'Campos'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was hailed' which indicates an action performed by the subject 'Campos'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was hailed' which indicates an action performed by the subject 'Campos'.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes an action performed by the subject 'Campos' (a guard at the Mandalay Bay Resort and Casino). The sentence also contains a compound predication as it involves multiple predications of verbs ('was hailed' and 'helping guide') about one subject ('Campos').""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes an action performed by the subject 'Campos, a guard at the Mandalay Bay Resort and Casino.' The verb 'was hailed' indicates an action performed by the subject. Additionally, the sentence also contains a compound predication as it includes multiple predications of verbs ('was hailed' and 'helping guide') about one subject ('Campos').""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes an action performed by the subject 'Campos' (a guard at the Mandalay Bay Resort and Casino). The sentence also contains a compound predication as it involves multiple predications ('was hailed' and 'helping guide') about the same subject ('Campos').""
}","['active', 'compound']"
