sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,
8482,[],Completing this poll grants you access to Freedom Outpost updates free of charge.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""subordinate"", ""noun""],
  ""Explanation"": ""The text contains a subordinate clause with the conjunction 'after' ('after completing this poll') and a noun clause ('that grants you access to Freedom Outpost updates free of charge') used to incorporate detail.""
}","['subordinate', 'noun']","{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The use of 'grants you access' implies a conditional relationship - if you complete the poll, then you will gain access.""
}",['conditional'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a modifying clause using the subordinating conjunction 'after' suggesting a causal connection between completing the poll and gaining access to Freedom Outpost updates.""
}",['subordinate'],FALSE,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The text contains a conditional clause beginning with 'if': 'If we don't call out hate speech, we perpetuate it.'""
}",['conditional'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The example contains a noun modifying clause 'that grants you access to Freedom Outpost updates free of charge', which is used for incorporating detail.""
}",['noun'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The text contains a conditional clause starting with 'if': 'If we don't call out hate speech, we perpetuate it.'""
}",['conditional'],0,['conditional'],,,,,
8515,[],"I don't know that I would go quite that far, after all, the settlement does state that ""the government expressly acknowledges that non-automatic firearms up to .50-caliber â€“ including modern semi-auto sporting rifles such as the popular AR-15 and similar firearms â€“ are not inherently military.""",Modifying_clauses,['noun'],['noun'],['noun'],TRUE,"['noun', 'subordinate']","{
  ""Properties"": [
    ""subordinate""
  ],
  ""Explanation"": ""The text contains a subordinate clause indicated by the subordinating conjunction 'after', suggesting a causal relationship between the clauses.""
}",['subordinate'],"{
  ""Properties"": [
    ""subordinate""
  ],
  ""Explanation"": ""The text includes a subordinating conjunction 'after' indicating a causal relationship, suggesting a connection between the clauses.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a modifying clause that suggests a causal connection using the subordinating conjunction 'after'. It indicates a sequence of events, suggesting a cause-and-effect relationship.""
}",['subordinate'],TRUE,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The presence of the subordinating conjunction 'after' indicates a subordinate clause, suggesting a causal or temporal connection.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause with the subordinating conjunction 'after' indicating a causal connection between the two clauses.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause 'after all' which suggests a causal connection between the two parts of the sentence.""
}",['subordinate'],1,['subordinate'],,,,,
8683,[],"Therefore he that resisteth the power, resisteth the ordinance of God, and they that resist purchase to themselves eternal damnation.",Modifying_clauses,['adjective'],['adjective'],['adjective'],TRUE,['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'that resisteth the power' is a relative clause using 'that'.""
}",['adjective'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of the conditional clause 'if he that resisteth the power' indicates a conditional relationship within the sentence.""
}",['conditional'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The comparative clause 'they that resist purchase to themselves eternal damnation' uses the conjunction 'than' to make a comparison.""
}",['comparitive'],FALSE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'than' ('he that resisteth the power' is compared to 'they that resist').""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparitive clause using 'than' (they that resist purchase to themselves eternal damnation).""
}",['comparitive'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause starting with 'if' (if he that resisteth the power).""
}",['conditional'],0,['comparitive'],,,,,
8743,[],"If papal clarification was ever needed on the long-debated issue of the intended meaning of Amoris Laetitia chapter VIII, such clarification has now been provided for the Church at large.",Modifying_clauses,['conditional'],['conditional'],['conditional'],TRUE,"['noun', 'conditional']","{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinate clause suggesting a causal connection between the need for papal clarification and its provision for the Church at large.""
}",['subordinate'],"{
  ""Properties"": [""conditional"", ""adjective""]
  }","['conditional', 'adjective']","{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of the conditional clause 'if papal clarification was ever needed' suggests a hypothetical condition that is necessary for the subsequent claim to be true.""
}",['conditional'],FALSE,"{
  ""Properties"": [""conditional"", ""adjective""],
  ""Explanation"": ""The sentence contains a conditional clause ('if papal clarification was ever needed') and an adjective clause ('of the intended meaning of Amoris Laetitia chapter VIII').""
}","['conditional', 'adjective']","{
  ""Properties"": [""conditional"", ""noun""]
}

 	","['conditional', 'noun']","{
  ""Properties"": [""conditional"", ""noun""]
}

 	","['conditional', 'noun']",0,"['conditional', 'noun']",,,,,
9077,[],The president also pointed out that Donnelly had opposed tax cuts and joined with his fellow Democrats in attacking and voting against Justice Brett Kavanaugh's confirmation to the Supreme Court.,Modifying_clauses,['noun'],['noun'],['noun'],TRUE,"['noun', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains a subordinate clause starting with 'that' suggesting a causal connection. It also includes an adjective clause 'who had opposed tax cuts' providing additional information about 'Donnelly'. Additionally, it includes a noun clause 'that Donnelly had opposed tax cuts and joined with his fellow Democrats in attacking and voting against Justice Brett Kavanaugh's confirmation to the Supreme Court' used for indirect speech.""
}","['subordinate', 'adjective', 'noun']","{
  ""Properties"": [""adjective"", ""subordinate""]
}
  
  ","['adjective', 'subordinate']","{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The sentence contains a subordinate clause ('that Donnelly had opposed tax cuts and joined with his fellow Democrats in attacking and voting against Justice Brett Kavanaugh's confirmation to the Supreme Court') and an adjective clause ('that...').""
}","['subordinate', 'adjective']",FALSE,"{
  ""Properties"": [""subordinate"", ""adjective""]
}","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""]
}","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""]
}","['subordinate', 'adjective']",1,"['subordinate', 'adjective']",,,,,
9329,[],Solemnly professed:,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'solemnly professed' functions as a relative clause using the relative pronoun 'professed' to provide additional detail about the subject.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'solemnly professed' contains a relative adjective clause, using the relative pronoun 'professed' to provide additional detail about the subject.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'solemnly professed' contains a relative clause using the relative pronoun 'professed'. This relative clause modifies the noun 'solemnly', providing additional information about the nature of the profession.""
}",['adjective'],TRUE,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'solemnly professed' functions as an adjective modifying the noun 'vows' in religious contexts, indicating a formal and serious commitment.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'solemnly professed' contains a relative clause using the relative pronoun 'professed'. This clause provides additional information about the subject of the sentence.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'solemnly professed' functions as an adjective modifying the implied noun, such as 'monks' or 'nuns'. It provides additional information about the individuals being described.""
}",['adjective'],1,['adjective'],,,,,
9396,[],Also on communion between the communities.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The phrase 'on communion between the communities' includes a noun clause. It functions as a noun by incorporating specific detail and contributing to the overall meaning of the sentence.""
}",['noun'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The phrase 'on communion between the communities' contains a noun clause that incorporates detail about the topic being discussed.""
}",['noun'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The clause 'on communion between the communities' acts as a noun, incorporating detail or paraphrasing the topic of discussion.""
}",['noun'],TRUE,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'on communion between the communities' contains a relative clause using the relative pronoun 'between the communities'. This modifies the noun 'communion' by providing additional detail about it.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'on communion between the communities' contains a modifying clause using the relative pronoun 'between the communities'. This relative clause provides additional detail about the type of communion being discussed.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'on communion between the communities' contains a relative clause using the relative pronoun 'between the communities'. This modifies the noun 'communion' by providing additional detail about it.""
}",['adjective'],1,['adjective'],,,,,
9657,[],I don't remember how I got there.,Modifying_clauses,['subordinate'],['subordinate'],['subordinate'],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence includes a relative clause 'how I got there' using the relative pronoun 'how'. This modifies 'I' and provides additional detail about the speaker's memory loss."" 
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'how I got there', which is modifying the pronoun 'there'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'how I got there' using the relative pronoun 'how'.""
}",['adjective'],TRUE,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'how I got there' using the relative pronoun 'how'. This modifies the main clause 'I don't remember'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'how I got there' using the relative pronoun 'how'. This clause provides additional detail about the speaker's memory and functions as an adjective modifying the main clause.""
}",['adjective'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause with the subordinating conjunction 'how'. It suggests a causal connection by indicating the reason for the speaker's confusion about their location.""
}",['subordinate'],0,['adjective'],,,,,
9712,[],His life before joining the caliphate was unremarkable.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'before joining the caliphate' modifies the noun 'life' and provides additional detail about it, making it a relative clause.""
}",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'before joining the caliphate' modifies the noun 'life' by adding information about its timing, making it an adjective clause.""
}",['adjective'],TRUE,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'before joining the caliphate' which provides additional information about 'his life', making it a relative clause and thus demonstrating the use of the adjective property.""
}",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],1,['adjective'],,,,,
9827,[],It will be addressed quickly and justly.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'that it will be addressed quickly and justly' functions as a relative clause modifying the pronoun 'it'.""
}",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause with the adverb 'justly' comparing how the issue will be addressed.""
}",['comparitive'],FALSE,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'that will be addressed quickly and justly' using the relative pronoun 'that'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'that will be addressed quickly and justly' is a relative clause modifying the pronoun 'it'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a modifying clause 'quickly and justly' which functions as an adjective to describe how the action will be addressed.""
}",['adjective'],1,['adjective'],,,,,
9866,[],But he is now a full-fledged member of the nuclear club.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'he is now a full-fledged member of the nuclear club' functions as a relative clause, providing additional information about 'he'. It uses the relative pronoun 'who' to modify the noun 'he'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'who is now a full-fledged member of the nuclear club' functions as a relative clause modifying the pronoun 'he'. It provides additional information about 'he' and acts as an adjective for 'member'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'he is now a full-fledged member of the nuclear club' is a relative clause using the adjective 'full-fledged'.""
}",['adjective'],TRUE,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'who is now a full-fledged member of the nuclear club' is a relative clause modifying the pronoun 'he'. It provides additional information about 'he'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'who is now a full-fledged member of the nuclear club' is a relative clause using the relative pronoun 'who'. It provides additional information about the subject 'he'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'who is now a full-fledged member of the nuclear club' is a relative clause using the relative pronoun 'who'.""
}",['adjective'],1,['adjective'],,,,,
10073,[],"Hospitals have been forced to prioritize patients, ration services, and forgo elective surgeries.",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The presence of the subordinating conjunction 'to' suggests a causal connection between the actions hospitals have been forced to take and the reason for those actions, making it a subordinate clause.""
}",['subordinate'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence does not contain any modifying clauses with subordinate, comparative, adjective or noun properties. However, it does include a conditional clause starting with 'have been forced to prioritize patients, ration services, and forgo elective surgeries,' indicating a conditional action based on certain circumstances.""
}",['conditional'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The use of the subordinating conjunction 'to' suggests a causal connection between the actions in the sentence, indicating that they are forced to prioritize patients, ration services, and forgo elective surgeries as a result of certain circumstances.""
}",['subordinate'],FALSE,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause ('Hospitals have been forced to prioritize patients, ration services, and forgo elective surgeries') which suggests a causal connection between the actions of hospitals and the reason for those actions.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause ('Hospitals have been forced to prioritize patients, ration services, and forgo elective surgeries') which suggests a causal connection between the actions of hospitals and the reason for those actions.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The use of 'to prioritize patients' and 'to ration services' suggests a causal connection, indicating the reasons why hospitals have been forced to forgo elective surgeries.""
}",['subordinate'],1,['subordinate'],,,,,
10124,[],"A spokesperson for Feinstein declined Fox Newsâ€™ request to elaborate on the lawmakerâ€™s statement, but there has been much speculation that she is referring to a secret letter that has been the subject of intrigue on Capitol Hill over the last few days.",Modifying_clauses,"['noun', 'adjective']","['noun', 'adjective']","['noun', 'adjective']",TRUE,"['noun', 'adjective']","{
  ""Properties"": [""subordinate"", ""noun""],
  ""Explanation"": ""The sentence contains a subordinate clause suggesting a causal connection, using the subordinating conjunction 'but'. Additionally, it includes a noun clause 'that has been the subject of intrigue on Capitol Hill over the last few days' which provides detail and incorporates indirect speech.""
}","['subordinate', 'noun']","{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause 'that has been the subject of intrigue on Capitol Hill over the last few days,' which suggests a causal connection and provides additional information about the speculation.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence includes a subordinate clause 'that has been the subject of intrigue on Capitol Hill over the last few days' suggesting a causal connection and providing more information about the speculation mentioned in the main clause.""
}",['subordinate'],FALSE,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause ('that has been the subject of intrigue on Capitol Hill over the last few days') that suggests a causal connection and provides additional information about the speculation mentioned in the main clause.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause ('that has been the subject of intrigue on Capitol Hill over the last few days') that suggests a causal connection between the speculation and the secret letter.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause ('that has been the subject of intrigue on Capitol Hill over the last few days') which suggests a causal connection and is introduced by the subordinating conjunction 'that'.""
}",['subordinate'],1,['subordinate'],,,,,
10425,[],Whom do you consider to be the most corrupt Democrat Politician?,Modifying_clauses,[],[],[],TRUE,['adjective'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The sentence contains a noun clause 'whom do you consider to be the most corrupt Democrat Politician' used for indirect speech and posing a question.""
}",['noun'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The question contains an adjective clause 'whom do you consider to be the most corrupt', which is modifying the noun 'Democrat Politician'. This relative clause provides additional information about the specific Democrat Politician the speaker is inquiring about.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The example contains a relative clause using the pronoun 'whom' to specify the type of politician being referred to.""
}",['adjective'],FALSE,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'whom do you consider to be the most corrupt Democrat Politician' is a relative clause using the relative pronoun 'whom'. It provides additional information about the noun 'Democrat Politician'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'whom do you consider to be the most corrupt Democrat Politician' is a relative clause using the relative pronoun 'whom'. It is used to specify and provide additional information about the noun 'Democrat Politician'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The question contains an adjective clause 'whom do you consider to be the most corrupt Democrat Politician', which is used to provide additional information about the noun 'politician'.""
}",['adjective'],1,['adjective'],,,,,
10442,[],"What size of bakery would you need to make 10,000 loaves of bread?â€¦ What if you wanted to make 50,000 loaves of bread an hour?",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The use of 'What if' at the beginning of the second question indicates a conditional clause, suggesting a hypothetical scenario.""
}",['conditional'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The use of 'What if' introduces a hypothetical scenario, suggesting a conditional connection between the size of the bakery and the production of 50,000 loaves of bread an hour.""
}",['subordinate'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The use of 'What if' suggests a conditional clause, indicating a hypothetical situation or condition.""
}",['conditional'],FALSE,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The use of 'What if' introduces a conditional clause, indicating a hypothetical situation or condition.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The use of 'What if' at the beginning of the second question introduces a conditional clause, indicating a hypothetical situation.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The use of 'What if' introduces a conditional clause, indicating a hypothetical situation or condition.""
}",['conditional'],1,['conditional'],,,,,
10448,[],Anybody?,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""subordinate"", ""adjective"", ""noun""],
  ""Explanation"": ""The example text contains modifying clauses that suggest a causal connection, incorporate detail, and provide relative information about specific individuals or things.""
}","['subordinate', 'adjective', 'noun']","{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinate clause using the conjunction 'after' to suggest a causal connection.""
}",['subordinate'],"{
  ""Properties"": [""subordinate"", ""noun""],
  ""Explanation"": ""The example contains modifying clauses that suggest causal connections (subordinate clauses) indicated by the use of the word 'because' and also incorporates indirect speech or paraphrasing (noun clause) with the phrase 'The president said that.'""
}","['subordinate', 'noun']",FALSE,"{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The text contains a subordinate clause with the conjunction 'as' (As Richard Neustadt said) and an adjective clause with the relative pronoun 'who' (who are poor).""
}","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The text contains a subordinate clause with the conjunction 'as' ('as close to Saigon as Balimore is to Washington') and an adjective clause with the relative pronoun 'who' ('Some of these are as close to Saigon as Balimore is to Washington').""
}","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The example text contains a subordinate clause with the conjunction 'as' (As Richard Neustadt said) and an adjective clause (that he would consider the matter).""
}","['subordinate', 'adjective']",1,"['subordinate', 'adjective']",,,,,
10658,[],Assangeâ€™s crime is to have broken a silence.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'to have broken a silence', which functions as an adjective modifying the noun 'crime'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'to have broken a silence' using the relative pronoun 'to'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains an adjective modifying clause 'to have broken a silence', providing additional detail about 'Assange's crime'.""
}",['adjective'],TRUE,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'to have broken a silence' using the relative pronoun 'to have', making it an adjective clause.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'to have broken a silence' using the relative pronoun 'to have', making it an adjective modifying the noun 'crime'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'to have broken a silence' using the relative pronoun 'to have', making it an adjective clause modifying the noun 'crime'.""
}",['adjective'],1,['adjective'],,,,,
10828,[],"Ex-Speaker Boehner should probably re-check the old party's pulse, for the Bush-Boehner GOP may not just be napping.",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'for the Bush-Boehner GOP may not just be napping' uses the comparative conjunction 'than' to compare the state of the old party to the state of the Bush-Boehner GOP.""
}",['comparitive'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The sentence contains a comparative clause using 'for' to suggest a causal connection and 'than' for comparison, comparing the old party's pulse to the Bush-Boehner GOP.""
}",['comparative'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The use of 'for' suggests a causal relationship in the sentence, indicating that Boehner should re-check the old party's pulse because the Bush-Boehner GOP may not just be napping. This presents a comparative relationship, suggesting that the old party's pulse should be re-checked in light of the potential activity of the Bush-Boehner GOP.""
}",['comparative'],FALSE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'may not just be' to compare the current state of the Bush-Boehner GOP with the implication that it is not simply napping.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using 'may not just be' to compare the current state of the Bush-Boehner GOP to the act of napping.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'may not just be' to compare the current state of the Bush-Boehner GOP to the act of napping.""
}",['comparitive'],1,['comparitive'],,,,,
11157,[],"Debra Katz, the lawyer representing the woman accusing Brett Kavanaugh of sexual assault, has donated thousands of dollars to Obama, Hillary and the DNC!",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'the lawyer representing the woman accusing Brett Kavanaugh of sexual assault' is a relative clause modifying the noun 'Debra Katz.' It provides additional information about Debra Katz by describing her role and purpose.""
}",['adjective'],"{
  ""Properties"": [""adjective""]
}

  ",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],TRUE,"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'representing the woman accusing Brett Kavanaugh of sexual assault' is a relative clause using 'representing' to provide additional detail about Debra Katz.""
}",['adjective'],1,['adjective'],,,,,
11361,[],Email This field is for validation purposes and should be left unchanged.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a modifying clause with a subordinating conjunction 'after' indicating a temporal relationship.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The example contains a modifying clause with a subordinating conjunction 'after' suggesting a causal connection.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a modifying clause that suggests a causal connection using the subordinating conjunction 'for'. This indicates a subordinate relationship between the clauses.""
}",['subordinate'],TRUE,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinate clause with the subordinating conjunction 'if': 'if we don't call out hate speech, we perpetuate it.'""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinate clause with the subordinating conjunction 'after' indicating a causal connection.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinate clause with the subordinating conjunction 'after' indicating a temporal relationship.""
}",['subordinate'],1,['subordinate'],,,,,
11572,[],You also agree to this site's Privacy Policy and Terms of Use.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The text includes a subordinate clause with the conjunction 'since' and an adjective clause with the relative pronoun 'who'.""
}","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The example text contains subordinate clauses marked by the subordinating conjunction 'although' and 'while', indicating a causal or contrasting relationship. Additionally, the text includes an adjective clause with the relative pronoun 'who' ('who are poor'), providing additional detail about the noun.""
}","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The example text contains a subordinate clause using the subordinating conjunction 'because' (suggesting a causal connection) and an adjective clause using the relative pronoun 'who' (incorporating detail).""
}","['subordinate', 'adjective']",TRUE,"{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The text contains a subordinate clause with the phrase 'as close to Saigon as Baltimore is to Washington' and an adjective clause with the phrase 'that man who just came in is drunk.'""
}","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The text contains a subordinate clause with the phrase 'as close to Saigon as Baltimore is to Washington' and an adjective clause with the phrase 'that man who just came in is drunk.'""
}","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The text contains a subordinate clause with the phrase 'as close to Saigon as Baltimore is to Washington' and an adjective clause with the phrase 'that man who just came in is drunk.'""
}","['subordinate', 'adjective']",1,"['subordinate', 'adjective']",,,,,
