sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,property_FT_gpt3.5,res_FT_gpt3.5_0.0_V3_2,property_FT_gpt3.5_0.0_V3_2
595,[9 5],The four page email begins with Murillo claiming she and others at Google were engaged in non-partisan activities not designed to help any one candidate or another—only to undercut her own commentary in later passages in the emails by openly admitting the entire effort to boost Latino turnout using Google products with official company resources was to elect Clinton over Trump.,Aspect,['simple'],['simple'],['simple'],True,['simple'],"{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence includes the use of 'were engaged' (progressive) and 'was to elect' (simple) indicating ongoing and completed actions.""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence 'Murillo claiming she and others at Google were engaged' uses the simple aspect to express a simple fact. The phrase 'had been engaged' uses the perfect aspect to express a completed action.""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the past events recounted in the email.""
}",['simple'],0,"{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence contains a simple fact ('Murillo claiming'), a completed action ('admitting'), and an ongoing action ('were engaged').""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence contains simple aspect to express a simple fact ('Murillo claiming...') and perfect aspect to express a completed action ('was engaged'). It also contains progressive aspect to express an ongoing action ('using Google products').""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence 'Murillo claiming she and others at Google were engaged' uses the simple aspect to express a simple fact. The phrase 'using Google products with official company resources was to elect Clinton over Trump' uses the progressive aspect to express an ongoing action.""
}","['simple', 'progressive']",0,"['simple', 'perfect', 'progressive']",0,0,the correct answer is simple  (email begins with) and progressinve (admitting),"['simple', 'progressive']",progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence provided does not utilize the progressive aspect. The progressive aspect is characterized by the use of a form of the verb 'to be' (in this case, 'is') followed by the present participle of another verb (in this case, 'eating'). The sentence in question does not follow this structure and does not express an ongoing, habitual, or incomplete action in the same way that the progressive aspect does. Instead, it describes a series of actions and events that have already occurred, without emphasizing their ongoing nature.""}",[]
595,[9 5],The four page email begins with Murillo claiming she and others at Google were engaged in non-partisan activities not designed to help any one candidate or another—only to undercut her own commentary in later passages in the emails by openly admitting the entire effort to boost Latino turnout using Google products with official company resources was to elect Clinton over Trump.,Aspect,['simple'],['simple'],['simple'],True,['simple'],"{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence includes the use of 'were engaged' (progressive) and 'was to elect' (simple) indicating ongoing and completed actions.""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence 'Murillo claiming she and others at Google were engaged' uses the simple aspect to express a simple fact. The phrase 'had been engaged' uses the perfect aspect to express a completed action.""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the past events recounted in the email.""
}",['simple'],0,"{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence contains a simple fact ('Murillo claiming'), a completed action ('admitting'), and an ongoing action ('were engaged').""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence contains simple aspect to express a simple fact ('Murillo claiming...') and perfect aspect to express a completed action ('was engaged'). It also contains progressive aspect to express an ongoing action ('using Google products').""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence 'Murillo claiming she and others at Google were engaged' uses the simple aspect to express a simple fact. The phrase 'using Google products with official company resources was to elect Clinton over Trump' uses the progressive aspect to express an ongoing action.""
}","['simple', 'progressive']",0,"['simple', 'perfect', 'progressive']",0,0,the correct answer is simple  (email begins with) and progressinve (admitting),"['simple', 'progressive']",perfect progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence provided does not utilize the perfect progressive aspect. The perfect progressive aspect is formed with the auxiliary verb 'have' (or its variations) followed by 'been' and the present participle of the main verb, indicating a continuous action that started in the past and is still ongoing or has just been completed. In the given sentence, there is no construction that follows this pattern. The verbs 'were engaged,' 'designed,' 'undercut,' 'admitting,' and 'was' are all in the past tense, but none of them are in the form required for the perfect progressive aspect.""}",[]
866,[6],A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.,Aspect,['perfect'],['perfect'],['perfect'],True,['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence contains both simple aspect, expressing a simple fact ('a West Virginia school has come under fire'), and progressive aspect, expressing an ongoing or incomplete action ('instructing junior high students to write the Islamic profession of faith').""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the action of the school instructing junior high students to write the Islamic profession of faith.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating the completion, ongoing nature, or duration of the action.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the school coming under fire for instructing students to write the Islamic profession of faith.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the school coming under fire for instructing students to write the Islamic profession of faith.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,['perfect'],simple,"{""Answer"": ""yes"", ""Explanation"": ""The sentence 'A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.' utilizes the simple aspect. The simple aspect is used to describe actions that are happening in the present, are a general truth, or are habitual. In this case, the sentence describes a current situation where a school is facing criticism for a specific action, and it does so without any additional complexity or continuous aspect markers that would indicate ongoing or continuous action.""}",['simple']
866,[6],A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.,Aspect,['perfect'],['perfect'],['perfect'],True,['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence contains both simple aspect, expressing a simple fact ('a West Virginia school has come under fire'), and progressive aspect, expressing an ongoing or incomplete action ('instructing junior high students to write the Islamic profession of faith').""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the action of the school instructing junior high students to write the Islamic profession of faith.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating the completion, ongoing nature, or duration of the action.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the school coming under fire for instructing students to write the Islamic profession of faith.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the school coming under fire for instructing students to write the Islamic profession of faith.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,['perfect'],perfect,"{""Answer"": ""yes"", ""Explanation"": ""The sentence 'A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.' utilizes the perfect aspect. The use of 'has come' indicates that the action of the school coming under fire is viewed as completed in the present, which aligns with the perfect aspect's function of expressing a completed action with relevance to the present moment.""}",['perfect']
866,[6],A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.,Aspect,['perfect'],['perfect'],['perfect'],True,['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence contains both simple aspect, expressing a simple fact ('a West Virginia school has come under fire'), and progressive aspect, expressing an ongoing or incomplete action ('instructing junior high students to write the Islamic profession of faith').""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the action of the school instructing junior high students to write the Islamic profession of faith.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating the completion, ongoing nature, or duration of the action.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the school coming under fire for instructing students to write the Islamic profession of faith.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the school coming under fire for instructing students to write the Islamic profession of faith.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,['perfect'],progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.' does not utilize the progressive aspect. The progressive aspect is characterized by the use of a form of the verb 'to be' (in this case, 'is') followed by the present participle of the main verb (ending in -ing). In the given sentence, the verb 'instructing' is a gerund, which functions as a noun and not as a verb in the progressive aspect. Therefore, the sentence does not express an ongoing, habitual, or incomplete action in the way that the progressive aspect would.""}",[]
866,[6],A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.,Aspect,['perfect'],['perfect'],['perfect'],True,['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence contains both simple aspect, expressing a simple fact ('a West Virginia school has come under fire'), and progressive aspect, expressing an ongoing or incomplete action ('instructing junior high students to write the Islamic profession of faith').""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the action of the school instructing junior high students to write the Islamic profession of faith.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating the completion, ongoing nature, or duration of the action.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the school coming under fire for instructing students to write the Islamic profession of faith.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the school coming under fire for instructing students to write the Islamic profession of faith.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,['perfect'],perfect progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence 'A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy' does not utilize the perfect progressive aspect. The perfect progressive aspect is formed with the auxiliary verb 'has been' (or 'have been') followed by the present participle of the main verb, indicating a continuous action that started in the past and is still ongoing. In the given sentence, the verb 'has come' is in the present perfect tense, indicating an action that started in the past and has relevance to the present, but it does not indicate a continuous action that is still ongoing at the time of speaking.""}",[]
929,[13  6],"Beyond pressuring our allies, consider these specific steps President Trump has taken against Russia: Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was weakness on a pathetic scale), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",True,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a basic fact about President Trump's actions against Russia.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The text uses the simple aspect to describe specific actions or facts, such as 'President Trump has approved the sale of offensive weapons.' It also uses the perfect aspect to express completed actions, as in 'President Obama refused to provide serious weapons.'""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example uses the simple aspect to express a simple fact about specific steps President Trump has taken against Russia.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact about President Trump's actions against Russia.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about President Trump's actions against Russia, without indicating completion, ongoingness, or progressiveness.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about President Trump's actions against Russia, without indicating completion, ongoingness, or habitualness.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,"['simple', 'perfect']",simple,"{""Answer"": ""no"", ""Explanation"": ""The provided sentence does not utilize the simple aspect. The simple aspect is used to express actions that are not ongoing or continuous, but rather are single, completed events. In the sentence in question, the verbs 'refused,' 'provide,' 'help,' 'defend,' 'was,' 'approved,' 'enable,' and 'increase' are all in the past tense, but they are not expressing simple, single events. Instead, they are part of a complex description of a series of actions and decisions made by President Obama and President Trump. The use of past tense in this context is to situate these actions in the past, but it does not imply simplicity in the sense of the simple aspect.""}",[]
929,[13  6],"Beyond pressuring our allies, consider these specific steps President Trump has taken against Russia: Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was weakness on a pathetic scale), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",True,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a basic fact about President Trump's actions against Russia.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The text uses the simple aspect to describe specific actions or facts, such as 'President Trump has approved the sale of offensive weapons.' It also uses the perfect aspect to express completed actions, as in 'President Obama refused to provide serious weapons.'""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example uses the simple aspect to express a simple fact about specific steps President Trump has taken against Russia.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact about President Trump's actions against Russia.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about President Trump's actions against Russia, without indicating completion, ongoingness, or progressiveness.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about President Trump's actions against Russia, without indicating completion, ongoingness, or habitualness.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,"['simple', 'perfect']",perfect,"{""Answer"": ""yes"", ""Explanation"": ""The sentence in question does utilize the perfect aspect. The phrase 'has approved' is in the present perfect tense, which is a form of the perfect aspect. It indicates an action that was completed in the past but has relevance to the present moment. In this case, it refers to a specific action taken by President Trump in the past that has an impact on the current situation.""}",['perfect']
929,[13  6],"Beyond pressuring our allies, consider these specific steps President Trump has taken against Russia: Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was weakness on a pathetic scale), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",True,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a basic fact about President Trump's actions against Russia.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The text uses the simple aspect to describe specific actions or facts, such as 'President Trump has approved the sale of offensive weapons.' It also uses the perfect aspect to express completed actions, as in 'President Obama refused to provide serious weapons.'""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example uses the simple aspect to express a simple fact about specific steps President Trump has taken against Russia.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact about President Trump's actions against Russia.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about President Trump's actions against Russia, without indicating completion, ongoingness, or progressiveness.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about President Trump's actions against Russia, without indicating completion, ongoingness, or habitualness.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,"['simple', 'perfect']",progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence provided does not utilize the progressive aspect. The progressive aspect is characterized by the use of a form of the verb 'to be' (in this case, 'is') followed by the present participle of the main verb (ending in -ing). In the sentence in question, there is no such construction. The verbs 'refused,' 'provide,' 'help,' 'defend,' 'was,' 'approved,' 'enable,' and 'increase' are all in the simple past or past participle form, but none of them are in the present participle form that would indicate the progressive aspect.""}",[]
929,[13  6],"Beyond pressuring our allies, consider these specific steps President Trump has taken against Russia: Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was weakness on a pathetic scale), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",True,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a basic fact about President Trump's actions against Russia.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The text uses the simple aspect to describe specific actions or facts, such as 'President Trump has approved the sale of offensive weapons.' It also uses the perfect aspect to express completed actions, as in 'President Obama refused to provide serious weapons.'""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example uses the simple aspect to express a simple fact about specific steps President Trump has taken against Russia.""
}",['simple'],0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact about President Trump's actions against Russia.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about President Trump's actions against Russia, without indicating completion, ongoingness, or progressiveness.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about President Trump's actions against Russia, without indicating completion, ongoingness, or habitualness.""
}",['simple'],1,['simple'],1,0,Seems to be relying on the definition provided in a looser way,"['simple', 'perfect']",perfect progressive,"{""Answer"": ""no"", ""Explanation"": ""The sentence provided does not utilize the perfect progressive aspect. The perfect progressive aspect is formed with the auxiliary verb 'has been' (or 'have been') followed by the present participle of the main verb, indicating an ongoing action that started in the past and is still continuing. In the sentence provided, the verbs 'refused' and 'provide' are in the simple past tense, indicating actions that occurred at a specific point in the past and are not described as ongoing or continuing up to the present moment. Therefore, the sentence does not express the perfect progressive aspect.""}",[]
